,query,n_rank1,n_rank2,n_rank3,count,p_rank1,p_rank2,p_rank3
1432,23일 납부가능,,,,2,"요금납부일확인방법(0.9513547)
",,
1433,지갑 잃어버렸는데,,,,2,분실폰찾기단말잠금(0.46572232),분실폰찾기알람(0.4608503),분실폰찾기개인정보삭제(0.453872085)
1434,계좌번호  주세요~??,,,,2,SK텔레콤고객센터운영시간(0.44584027),전화상담사연결(0.4273043),타통신사고객센터(0.423642365)
1435,주민등록번호,"('주민등록번호정정', 0.583)","('T멤버십카드번호확인방법', 0.534)","('태블릿번호확인방법', 0.458)",2,주민등록번호정정(0.4904086),요금안내서주소변경방법(0.468771725),주식서비스(0.45416005)
1436,신용카드로결제되나,"('결제관련', 0.646)","('T로밍카드결제수단', 0.542)","('앱스토어결제수단', 0.517)",2,동일신용카드월5회수납제한(0.46092227),"제휴카드할인(0.44928688)
",
1437,10월달요금이 88천원인데..,,,,2,선불폰(0.48177805),목소리인증(0.4759178),선불폰충전금액별이용기간(0.47550375)
1438,가입경력이 얼마나 되었나요,"('T끼리온가족할인제도가입년수확인방법', 0.537)","('가입정보조회', 0.473)",,2,가입상담예약방법(0.484330685),이동전화가입제한(0.48346418),이용계약증명서발급방법(0.435139715)
1439,sk안내,,,,2,"요금안내서발행유형자동변경해제방법(0.80514437)
",,
1440,이부분은 내가 이해가 좀 안가는데 내일 어디로 가면 될까요?,,,,2,과납(0.4420915),"부가사용금액(0.4352118)
",
1441,전단말기 남은요금,,,,2,단말기할부금중도납부방법(0.43864615),"단말기할부(0.4183705)
",
1442,요금영수증,"('현금영수증발행업무', 0.664)","('현금영수증발급방법', 0.657)","('휴대폰인증서서비스', 0.459)",2,세금계산서신청방법(0.44415948),"세금계산서재발행방법(0.43795377)
",
1443,상담 원,"('전화상담사연결', 0.584)","('SK텔레콤고객센터운영시간', 0.511)","('제조사AS센터연락처', 0.492)",2,SK텔레콤고객센터운영시간(0.4818547),전화상담사연결(0.4793904),ONEstore고객센터(0.476086615)
1444,음성잔,"('음성관련', 0.479)",,,2,소리샘서비스(0.429698),소리샘서비스청취방법(0.42320508),"소리샘서비스비밀번호(0.416259975)
"
1445,지금경고  문자가왔는데,"('휴대폰긴급전화표시조치방법', 0.506)",,,2,등기문자(0.449813785),문자매니저(0.44029825),문자매니저신청방법(0.437369525)
1446,나 서비스 경험 할래,"('Tum체험관', 0.55)",,,2,단말보험가입방법(0.49052468),휴대폰보험보상신청방법(0.48437425),단말보험해지방법(0.47170815)
1447,미납요금 모두 정리 하였는데 다시 미납요금 납부문자가 와서여,"('SKT미납센터연락처', 0.548)",,,2,SKT미납센터연락처(0.45997185),미납이용정지(0.43851733),미납직권해지(0.42223295)
1448,청구서빠리보내,"('요금안내서발행유형자동변경해제방법', 0.571)","('각종업무구비서류', 0.471)",,2,요금안내서재발행방법(0.44550267),요금안내서변경방법(0.43874952),"요금안내서발행유형자동변경해제방법(0.4340145)
"
1449,"선택약정할인 신청하려고 합니닺 자녀 2명에 대해. 박상혁,박상욱",,,,2,선택약정할인제도가입조건(0.492661835),선택약정할인제도할인반환금부과대상(0.49048203),선택약정할인반환금면제대상(0.48907557)
1450,미납 납부 날짜 바꾸기,"('요금납부일변경방법', 0.549)","('유선요금납부일변경방법', 0.488)",,2,SKT미납센터연락처(0.44567007),미납이용정지(0.4252939),SKT해지미납센터연락처(0.4123883)
1451,요금을 조회 해 줄수 있니?,"('조회관련', 0.563)","('실시간요금상세내역', 0.536)","('콘텐츠이용료구매내역확인방법', 0.497)",2,요금수납내역확인방법(0.41780215),"요금부분납부방법(0.409898)
",
1452,미납요금이 없는데 왜 요금이 많이 나왔냐고,"('과납', 0.492)",,,2,SKT미납센터연락처(0.485005825),미납이용정지(0.4524487),미납직권해지(0.4520313)
1453,파손부가서비스,"('장비변상금', 0.542)","('휴대폰보험보상신청방법', 0.461)",,2,휴대폰보험보상신청방법(0.4315286),단말보험가입방법(0.41645038),"단말보험해지방법(0.40697765)
"
1454,해지할려고해요,"('이동전화해지방법', 0.622)","('예상해지금액', 0.617)","('Btv월정액해지방법', 0.552)",2,이동전화해지방법(0.48789995),자동납부해지방법(0.46802285),"유선해지방법(0.43637702)
"
1455,그냥 해외에서 사용가능합니까?,"('해외SMS서비스', 0.495)","('해외MMS서비스', 0.494)","('5G로밍가능국가', 0.472)",2,로밍중휴대폰기능사용요금(0.48198992),로밍통화요금(0.479719965),로밍수신요금(0.4781079)
1456,15일 이후 납부가능 한가요??,,,,2,과납(0.439813165),요금납부일확인방법(0.4378938),부가사용금액(0.4175927)
1457,T끼리데이터 자동선믈,"('Wavve앤데이터', 0.454)",,,2,"ZEM플랜요금제(0.83606046)
",,
1458,인증서 해지,"('휴대폰인증서서비스해지방법', 0.658)","('유선인터넷웹보안인증서문제조치방법', 0.53)","('휴대폰인증서서비스', 0.515)",2,휴대폰인증서서비스해지방법(0.49377322),휴대폰인증서서비스(0.47735533),공동인증서등록방법(0.47026635)
1459,멜론 휴먼상태 어떻게 풀어,"('멜론고객센터', 0.516)",,,2,멜론고객센터(0.4791033),멜론익스트리밍신청방법(0.4686264),멜론익스트리밍플러스(0.46038243)
1460,데이터 쓰고싶습니다,"('데이터문의관련', 0.469)",,,2,데이터통화료상한제도(0.46407685),"데이터추가사용방법(0.431973)
",
1461,테레콤,,,,2,T멤버십구매상품(구.초콜릿)상담센터(0.42080617),전화상담사연결(0.41620457),"타통신사고객센터(0.403217375)
"
1462,문자 발송이 안되네요,"('휴대폰문자수발신실패조치방법', 0.719)","('휴대폰MMS수발신실패조치방법', 0.621)","('문자메시지서비스', 0.585)",2,일500건SMS발송량제한(0.48330135),등기문자(0.464205385),문자메시지서비스(0.453844725)
1463,강설한데문자보내,,,,2,문자매니저(0.45325348),문자메시지서비스(0.44708812),일500건SMS발송량제한(0.44686735)
1464,지금 제가 해외에 있는데요,"('해외MMS서비스', 0.523)","('해외SMS서비스', 0.511)","('5G로밍가능국가', 0.506)",2,T로밍청구내역서(0.45264345),로밍한사람간통화요금(0.4485662),로밍통화요금(0.443505975)
1465,만 19세 이상이라면?,"('미성년자관련', 0.556)","('0청년요금제', 0.473)","('미성년자요금제변경방법', 0.473)",2,팅요금제자동변경시기(0.4473822),가입정보조회(0.44196877),미성년자요금제변경방법(0.43123582)
1466,스키즈  코드,"('ZEM', 0.482)","('BtvZEM키즈설정방법', 0.464)","('BtvEBS키즈월정액', 0.453)",2,ZEM(0.451952665),ZEM이용방법(0.45106945),"ZEM플랜요금제지정번호추가방법(0.40929465)
"
1467,쿠폰쓸까합니다,"('Btv쿠폰', 0.638)","('T쿠폰', 0.58)","('T쿠폰구매방법', 0.461)",2,T쿠폰(0.48620875),T쿠폰구매방법(0.4822812),T데이터쿠폰등록방법(0.47574958)
1468,해제 가능할까요 지금,,,,2,이동전화해지방법(0.4831651),자동납부해지방법(0.46994),"유선해지방법(0.419878335)
"
1469,또 누구는 내가 너무착하대,,,,2,NUGU서비스(0.486917975),NUGU서비스이용대상(0.48553005),NUGU서비스스마트폰연결방법(0.4811034)
1470,납부 말일등록,"('요금납부일확인방법', 0.646)","('요금납부일변경방법', 0.45)",,2,요금납부일확인방법(0.4566665),"과납(0.440779835)
",
1471,소액결제 한도 인상어떻게하나요,"('데이터통화료상한제도', 0.597)","('애플콘텐츠이용료결제이용한도', 0.577)","('법인휴대폰결제이용한도', 0.56)",2,"휴대폰결제이용가능대상(0.8537281)
",,
1472,T 연락처 저장 안됨,,,,2,휴대폰결제대행사연락처(0.46837032),SK텔레콤고객센터운영시간(0.425601425),ONEstore고객센터(0.425074575)
1473,행동하기 전에 항상 신중하게 생각하고 건강한 선택을 하도록 최선을 다하십시오.,,,,2,T건강습관XAIAVitality이용방법(0.4655822),T건강습관XAIAVitality신청방법(0.46525525),T건강습관XAIAVitality(0.46483925)
1474,전원 끄면 전화 끊기 어디서 찾을 수 있어?,"('Btv화면음성끊김멈춤조치방법', 0.45)",,,2,"Btv화면음성끊김멈춤조치방법(0.8109094)
",,
1475,선불요금9900원빠졌는데,"('선불폰충전방법', 0.575)","('선불폰', 0.511)","('선불폰충전금액별이용기간', 0.511)",2,선불폰(0.4804615),선불폰충전금액별이용기간(0.47940565),선불폰충전취소방법(0.47871107)
1476,두번으로 나누어 납부 가능한가요?,"('TAll케어플러스2', 0.491)","('분실파손2', 0.466)","('컬러링플러스2', 0.457)",2,부가사용금액(0.45229745),과납(0.43554475),편의점요금납부(0.41286625)
1477,요금 납부 계좌 알려줘,,,,2,요금수납내역확인방법(0.47302547),요금부분납부방법(0.47239435),기타요금(0.46956748)
1478,내요금조회,"('실시간요금상세내역', 0.523)","('자녀요금조회방법', 0.513)","('조회관련', 0.463)",2,과납(0.45025268),세금계산서신청방법(0.43677215),요금수납내역확인방법(0.433550835)
1479,로밍 이용방법을 알고 싶어요,"('T로밍카드', 0.546)","('T로밍고객센터', 0.518)","('로밍중LTE데이터이용방법', 0.472)",2,로밍중전화발신방법(0.49037445),로밍중휴대폰기능사용요금(0.489999535),로밍통화요금(0.489158)
1480,이번호는 해외로밍이자동 인가요?,"('법인폰자동납부내역조회방법', 0.478)",,,2,"T로밍청구내역서(0.8532385)
",,
1481,납부 가능한 날짜 2023.11.25,,,,2,"요금납부일확인방법(0.8114161)
",,
1482,전화가 끊어진데쇼,"('휴대폰통화끊김조치방법', 0.562)","('Btv화면음성끊김멈춤조치방법', 0.481)",,2,"Btv화면음성끊김멈춤조치방법(0.81144065)
",,
1483,미납요근 납부 가능일 11월 10일 오후 6시,"('SKT미납센터연락처', 0.48)","('단말기할부금중도납부방법', 0.466)",,2,SKT미납센터연락처(0.46790853),미납이용정지(0.45076045),미납직권해지(0.40877295)
1484,전화번호화면에서 번호추가 버튼이 안보여요,"('ZEM플랜요금제지정번호추가방법', 0.555)","('T끼리온가족할인제도가족추가', 0.547)","('데이터추가사용방법', 0.525)",2,"태블릿번호확인방법(0.832779)
",,
1485,요금안내서 우편으로 언제 배달되었는지 알고 싶네,"('요금안내서발행유형자동변경해제방법', 0.588)",,,2,요금안내서발행유형자동변경해제방법(0.4955056),요금안내서변경방법(0.49380275),"요금안내서재발행방법(0.459804415)
"
1486,미납 가상계좌,"('SKT미납센터연락처', 0.467)",,,2,SKT미납센터연락처(0.4913575),미납직권해지(0.465797485),미납이용정지(0.454384835)
1487,오늘 납입하려구요,"('요금납부일확인방법', 0.484)",,,2,요금수납내역확인방법(0.4422443),요금부분납부방법(0.4404322),편의점요금납부(0.435751)
1488,약정 25%할인,,,,2,SK텔레콤이용약관(0.41464155),"선택약정할인제도만료문자발송시기(0.40589243)
",
1489,선물받은 쿠폰 등록해죠,"('T끼리데이터선물하기받은데이터사용방법', 0.477)",,,2,데이터리필하기쿠폰유효기간(0.450700135),데이터리필하기선물받은리필쿠폰소멸(0.44442265),T데이터쿠폰등록기간(0.435423015)
1490,농협계좌,,,,2,전화상담사연결(0.4259694),"SK텔레콤고객센터운영시간(0.4258284)
",
1491,상담만 가능?,"('전화상담사연결', 0.562)","('퀵보이스', 0.496)","('퀵보이스차단서비스', 0.496)",2,전화상담사연결(0.47088595),SK텔레콤고객센터운영시간(0.4473995),타통신사고객센터(0.42359095)
1492,미납요금 납븐 11월25일 가능,"('SKT미납센터연락처', 0.471)",,,2,SKT미납센터연락처(0.44347705),"미납이용정지(0.430221975)
",
1493,요금  절감  할수 없을까요?,,,,2,과납(0.42268735),요금수납내역확인방법(0.41491762),편의점요금납부(0.407084375)
1494,요금 미납 10일잇다가 납부 가능합니다,,,,2,SKT미납센터연락처(0.428249),"미납이용정지(0.42156035)
",
1495,선택약정할인 연장방법은?,"('연장관련', 0.581)","('번호변경안내서비스연장방법', 0.579)","('분실정지수신기간연장방법', 0.519)",2,선택약정할인제도가입조건(0.4928121),선택약정할인제도할인반환금부과대상(0.491442175),선택약정할인제도만료문자발송시기(0.49139295)
1496,인천공항현장가서 하겠습니다,,,,2,선불폰(0.413573535),선불폰충전금액별이용기간(0.40724555),"목소리인증(0.404039085)
"
1497,소애켤제 해지,"('철회', 0.58)","('예상해지금액', 0.49)","('이동전화해지방법', 0.488)",2,스팸ARS차단플러스해지방법(0.4880015),퀵보이스해지방법(0.4864512),"ZEM플러스웅진스마트올해지방법(0.447079035)
"
1498,요금 조회해줘어어,"('조회관련', 0.549)","('실시간요금상세내역', 0.541)","('자녀요금조회방법', 0.468)",2,요금수납내역확인방법(0.4551094),요금부분납부방법(0.44997295),편의점요금납부(0.43448785)
1499,선물 줘,"('T끼리데이터선물조르기방법', 0.643)","('T로밍카드선물', 0.61)","('T끼리데이터선물하기받은데이터사용방법', 0.571)",2,가족간데이터자동선물하기(0.4891079),T끼리데이터선물하기연령(0.486584215),T끼리데이터선물하기대상(0.48200682)
1500,핸드폰 요금때문에 상담사와 톻화 하고싶어요,,,,2,전화상담사연결(0.44569722),SK텔레콤고객센터운영시간(0.42273655),"타통신사고객센터(0.408990475)
"
1501,누구신지 모르겠어요,,,,2,NUGU서비스(0.4839928),NUGU서비스이용대상(0.48264225),NUGU서비스증권주가지수시세조회(0.4717447)
1502,부모님요금 대납,,,,2,세금계산서신청방법(0.4301415),세금계산서재발행방법(0.42304498),요금수납내역확인방법(0.4098727)
1503,넌 상담 밖에 못해?,"('전화상담사연결', 0.583)",,,2,전화상담사연결(0.427065075),"SK텔레콤고객센터운영시간(0.41518387)
",
1504,미납요금 얼마야?,"('미납이용정지', 0.56)","('SKT미납센터연락처', 0.553)","('과납', 0.5)",2,SKT미납센터연락처(0.48699087),미납이용정지(0.46289298),미납직권해지(0.43550548)
1505,총 미납급액 얼마야,"('휴대폰결제연체가산금', 0.508)","('과납', 0.501)","('SKT미납센터연락처', 0.463)",2,"SKT미납센터연락처(0.8170396)
",,
1506,지금 요금이 많이 나오는데요,,,,2,요금수납내역확인방법(0.4572304),요금부분납부방법(0.4556255),부가사용금액(0.451018)
