intent_nm,ans_cont
T포켓파이데이터사용량확인방법,"'T포켓파이 데이터 사용량 확인 방법'에 대해 안내해 드릴게요.
포켓파이 데이터 사용량 및 잔여량은 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드, T포켓파이 전용 웹사이트에서 확인할 수 있어요. 고객센터 연결 없이 직접 확인하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → my T → 데이터/통화 관리 → 나의 잔여 데이터/통화
▶ T월드 앱: 앱 실행 → 로그인 → 왼쪽 상단 '≡' → 나의 데이터/통화 → 실시간 잔여량
▶ 포켓파이 웹사이트: 휴대폰에서 포켓파이의 Wi-Fi를 연결 → 연결된 휴대폰에서 http://192.168.1.1/ 웹사이트 접속 → 로그인 → 사용한 데이터 송신량/수신량 항목으로 나누어 확인"
가족나눔데이터나눠쓰기,"'가족나눔데이터 나눠쓰기'에 대해 안내해 드릴게요.
가족나눔데이터는 가족 대표가 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드에서 데이터 나눠쓰기를 신청할 수 있어요. 고객센터 연결 없이 직접 신청하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 나의 가입정보 → 나의 요금제/부가서비스/결합상품 → 결합상품 → 가족나눔데이터 → 자세히보기 → 데이터 나눠쓰기 → 받는 분 선택 → 나눠쓰기 할 데이터량 선택 → 데이터 보내기 → 인증하기
▶ T월드 앱: 앱 실행 → 로그인 → 왼쪽 상단 '≡' → 나의 가입 정보 → 나의 결합상품 → 가족나눔데이터 결합가족 보기 → 데이터 나눠쓰기 → 받는 분 선택 → 나눠쓰기 할 데이터양 선택 → 나눠쓰기 → 인증하기"
T끼리데이터선물조르기방법,"'데이터 선물 조르기 방법'에 대해 안내해 드릴게요.
데이터가 부족해 선물 받고 싶을 때 SK텔레콤 사용자에게 데이터 선물 조르기를 요청할 수 있어요. 조르기 요청은 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드에서 할 수 있어요. 고객센터 연결 없이 직접 데이터 조르기 하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → my T → 데이터/통화관리 → T끼리 데이터 선물 → 선물 조르기
▶ T월드 앱: 앱 실행 → 로그인 → 왼쪽 상단 '≡' → 나의 데이터/통화 → 조회/신청 서비스 → 데이터 조르기

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
법인휴대폰결제,"'법인 휴대폰 결제'에 대해 안내해 드릴게요.
법인 명의의 휴대폰을 사용하더라도 휴대폰 결제를 이용하실 수 있어요. 단, 법인 휴대폰 결제를 이용하기 위해서는 '법인 실사용자(본인인증) 등록' 및 '휴대폰결제 이용동의' 서비스를 가입하셔야 해요. 자세한 내용은 고객센터로 문의해 주세요.

ㅇ SK텔레콤 고객센터: 국번 없이 114 또는 080-011-6000 (무료)"
T끼리온가족할인제도가입년수확인방법,"'T끼리 온가족할인제도 가입 년 수 확인 방법'에 대해 안내해 드릴게요.
T끼리 온가족할인제도 가입 년 수 확인은 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드에서 할 수 있어요. 고객센터 연결 없이 직접 확인하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → my T → 나의 가입정보 → 나의 요금제/부가서비스/결합상품 → 결합상품 → T끼리 온가족할인 자세히보기 → 가려진 정보보기 → 인증하기
▶ T월드 앱: 앱 실행 → 로그인 → 왼쪽 상단 '≡' → 나의 가입 정보 → 나의 결합상품 → T끼리온가족할인제도 결합가족 보기 → 하단 '자물쇠 모양' 선택 → 인증하기"
T포켓파이번호확인방법,"'T포켓파이 번호 확인 방법'에 대해 안내해 드릴게요.
포켓파이마다 012로 시작하는 지정번호가 있어요. 번호 확인은 본인의 신분증을 지참하고 CV센터(구.지점)/PS&M지점/대리점에 방문하시거나, 포켓파이 전용 웹사이트를 통해 하실 수 있어요. 방문 없이 번호를 직접 확인할 수 있는 방법을 알려드릴게요.

▶ 휴대폰에서 포켓파이의 Wi-Fi를 연결 → 연결된 휴대폰에서 http://192.168.1.1/ 웹사이트 접속 → 로그인 → 하단 PC버전 선택 → 기본 설정 → 시스템 정보 → LTE 정보 → 전화번호 확인(제조사에 따라 조회 방법이 다를 수 있음)"
현금영수증발급방법,"'현금영수증 발급 방법'에 대해 안내해 드릴게요.
SK텔레콤에서 청구되는 휴대폰 할부금 또는 휴대폰 결제 이용요금 등을 현금으로 납부할 경우 고객님께서 별도로 신청하지 않아도 자동으로 현금영수증이 발급돼요. 단, 휴대폰을 일시불(현금)로 구입할 경우엔 고객님께서 대리점에 현금영수증 발급을 요청하셔야 합니다. 현금영수증 발급내역을 확인할 수 있는 홈페이지를 알려드릴게요.

[국세청]
- 고객센터: 국번 없이 126(유료)
- 운영시간: 평일 오전 9시~오후 6시
- 홈페이지: www.hometax.go.kr → 현금영수증 사용내역 조회

채팅 상담사를 통해 자세히 상담하고 싶다면 '추가 문의'라고 입력해 주세요."
로밍폰임대,"'로밍폰 임대'에 대해 안내해 드릴게요.
로밍폰 임대는 방문 국가에서 고객님의 휴대폰을 사용할 수 없을 경우, 로밍이 가능한 휴대폰을 빌려드리는 서비스예요.
로밍폰 임대료가 궁금하다면 '로밍폰 임대료', 예약 방법이 궁금하다면 '로밍폰 임대 예약 방법'이라고 입력해 주세요."
T로밍Biz요금제,"'T로밍 Biz 요금제'에 대해 안내해 드릴게요.
T로밍 Biz 요금제는 법인이 로밍 이용권을 할인 구매한 후 법인/임직원 회선에 할당하여 할당량만큼 로밍을 이용할 수 있는 서비스예요. 자세한 내용은 기업 T월드에서 확인이 가능해요.
ㅇ 기업 T월드 홈페이지: http://b2b.tworld.co.kr/cs/etcproduct/addServiceInfo.bc?prod_id=NA00004963"
baroYT요금제,"'baro YT 요금제'에 대해 안내해 드릴게요.
baro YT 요금제는 만 18~29세 고객님께서 데이터를 저렴하게 이용할 수 있는 로밍 요금제예요.
ㅇ baro YT 4GB(7일 29,000원, 데이터 4GB)
ㅇ baro YT 5GB(30일 39,000원, 데이터 5GB)
ㅇ baro YT 8GB(30일 59,000원, 데이터 8GB)

※부가세 포함
※방문하는 국가의 가능 여부 확인 필요
※국가별 지정 이동통신사 설정 필요
※기본 제공 데이터를 다 쓰면 최대 400kbps 속도로 계속 사용
※기간 내 데이터 1회 이상 이용 시 기본료 전액 과금"
원패스VIP기본형,"'baro OnePass VIP 기본형'에 대해 안내해 드릴게요.
baro OnePass VIP 기본형은 제휴 국가에서 데이터, 음성통화, 문자를 저렴하게 이용할 수 있는 로밍 요금제예요.
ㅇ 기본료: 1일 19,000원(부가세 포함)
ㅇ 기본 제공 혜택
- 데이터: 5GB(다 쓰면 최대 400kbps 속도로 계속 사용)
- 음성통화: 수/발신 30분 무료(자동안심 T로밍 서비스 미적용)
- 문자: 30건 무료(한국 번호로 발신만 한함)
※ 1일 기준은 현지 시각 00시~24시(GMT 수도 시각 기준, 서머타임 미적용)
※ 방문하는 국가의 가능 여부 확인 필요
※ 국가별 지정 이동통신사 설정 필요
※ 기본 제공 혜택 중 1회 이상 이용한 날에만 기본료 과금

채팅 상담사와 상담을 원하시면 '로밍 추가 문의'라고 입력해 주세요. "
원패스옵션변경,"'baro OnePass 옵션 변경 방법'에 대해 안내해 드릴게요.
baro OnePass의 시작 시점 및 기간은 T로밍 고객센터에서 변경이 가능해요
ㅇ T로밍 고객센터: 02-6343-9000(24시간 운영, SK텔레콤 휴대폰에서 무료)
※서비스 시작 전에만 변경 가능

채팅 상담사와 상담을 원하시면 '로밍 추가 문의'라고 입력해 주세요."
로밍중착신전환사용,"'로밍 중 착신전환 사용'에 대해 안내해 드릴게요.
로밍 중에 착신전환 서비스를 사용할 계획이라면 출국 전에 미리 준비하시면 편리해요. 착신전환 신청 및 등록 방법은 SK텔레콤 고객센터(국번 없이 114 또는 080-011-6000)로 문의해 주세요."
자동안심T로밍데이터해지,"'자동안심 T로밍 데이터 해지'에 대해 안내해 드릴게요.
자동안심 T로밍 데이터는 T로밍 고객센터에서 해지가 가능해요.
ㅇ T로밍 고객센터: 02-6343-9000(24시간 운영, SK텔레콤 휴대폰에서 무료)

채팅 상담사와 상담을 원하시면 '로밍 추가 문의'라고 입력해 주세요."
가입비,.
baroBox잔여량조회,"'baro Box 잔여량 조회'에 대해 안내해 드릴게요.
baro Box 잔여량 조회는 T로밍 고객센터 02-6343-9000(24시간 운영, SK텔레콤 휴대폰에서 무료)으로 문의해 주세요."
착신전환해지방법,"'착신전환 해지 방법'에 대해 안내해 드릴게요.
착신전환은 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드, T통화매니저 앱에서 해지할 수 있어요. 고객센터 연결 없이 직접 해지하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 '착신전환' 검색 → 상품 → '착신전환(Voice only)' 또는 '착신전환일반' 선택 → 해지
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 '착신전환' 검색 → '착신전환(Voice only)' 또는 '착신전환일반' 선택 → 해지

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
타사고객baroBox이용,"'타사 고객 baro Box 이용 방법'에 대해 안내해 드릴게요.
baro Box 임대는 SK텔레콤 고객님이 아니더라도 이용이 가능해요. 다만, 임대 가능한 수량이 한정되어 있으므로 T로밍 고객센터를 통해 사전 예약 후 이용해 주세요.(출국 2일 전까지 예약)
ㅇ T로밍 고객센터: 02-6343-9000(24시간 운영, SK텔레콤 휴대폰에서 무료)"
선불폰충전취소방법,"'선불폰(PPS) 충전 취소 방법'에 대해 안내해 드릴게요.
선불폰 충전 취소는 신용/체크카드, 선불폰(PPS) 카드, 현금으로 충전한 뒤 충전한 금액을 사용하지 않았을 경우에만 하실 수 있는데요. 충전한 당일에 한해 충전했던 곳에서만 취소가 가능해요. ARS를 통해 충전했다면 고객센터(114)에서 취소할 수 있어요. 단, 카드 상품권으로 충전했거나, T월드 홈페이지에서 자동 충전한 경우에는 충전한 당일에도 취소할 수 없습니다."
로밍폰임대예약방법,"'로밍폰 임대 예약 방법'에 대해 안내해 드릴게요.
ㅇ T월드 홈페이지: www.tworld.co.kr → 로밍 → baro Box/폰 임대 → 예약 → 본인 인증 하기 → 로밍폰 임대
ㅇ T로밍 고객센터: 02-6343-9000(24시간 운영, SK텔레콤 휴대폰에서 무료)
※수량이 한정되어 있으므로 예약 후 이용 권장(출국 2일 전까지 예약 가능)
※법인 명의는 서류 접수 또는 신용카드 승인 필요

채팅 상담사와 상담을 원하시면 '로밍 추가 문의'라고 입력해 주세요."
FLO앤데이터해지방법,"'FLO 앤 데이터 해지 방법'에 대해 안내해 드릴게요.
FLO 앤 데이터는 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드에서 해지할 수 있어요. 고객센터 연결 없이 직접 해지하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 'FLO 앤 데이터' 검색 → 'FLO 앤 데이터' 선택 → 해지
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 'FLO 앤 데이터' 검색 → 'FLO 앤 데이터' 선택 → 해지

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
고액정보이용료특이정지,"'고액정보료 이용정지(특이정지)'에 대해 안내해 드릴게요.
고액정보료 이용정지는 명의도용이나 불법대출 등으로 인한 피해를 예방하기 위해 휴대폰 결제나 정보이용료를 과다하게 사용하는 경우, 요금 미납 여부와 관계없이 휴대폰 이용을 정지하는 제도예요. 이용정지가 된 경우 요금을 미리 납부하거나 선불 충전을 통해 정지를 해제하고 사용할 수 있어요. 고액정보료 이용정지에 대한 자세한 내용은 SK텔레콤 특이 미납센터(1599-0590, 유료)로 문의해 주세요."
복지할인제도변경방법,"'복지할인 변경 방법'에 대해 안내해 드릴게요.
복지할인은 CV센터(구.지점)/PS&M지점/대리점을 통해 변경할 수 있는데요. 행정안전부 주민서비스 통합 정보시스템에서 자격이 확인되는 장애인, 기초생활수급자, 국가유공자 등의 복지할인은 고객센터에서도 변경할 수 있습니다.
복지할인 변경 방법과 관련된 자세한 내용은 고객센터로 문의해 주세요.

ㅇ SK텔레콤 고객센터: 국번 없이 114 또는 080-011-6000(무료)"
선불폰,"'선불폰(PPS)'에 대해 안내해 드릴게요.
선불폰을 이용하면 월정액을 내지 않고 일정 금액을 충전하여 해당 금액만큼 통화, 데이터, 문자를 사용할 수 있어요. 신분증을 지참하고 CV센터(구.지점)/PS&M지점/대리점에 방문해 신청할 수 있답니다.(중고 휴대폰으로 개통하는 경우 해당 휴대폰 지참 필수)"
미납이용정지,"'미납 이용정지'에 대해 안내해 드릴게요.
미납 이용정지는 청구 요금을 2개월 이상 납부하지 않을 경우 휴대폰 이용이 정지되는 제도예요. 단, 미납 횟수, 미납 기간 등에 따라 1개월만 연체되어도 휴대폰 이용이 정지될 수 있어요. 이용정지 요금 월 3,850원(부가세 포함) 및 휴대폰 할부금 등은 정상적으로 청구됩니다. 미납 이용정지에 대한 자세한 내용은 SK텔레콤 미납센터(1599-0500/유료)로 문의해 주세요."
비즈링설정방법,"'비즈링 설정 방법'에 대해 안내해 드릴게요.
비즈링은 원하는 요일(월요일~일요일)과 시간(0시~24시)을 자유롭게 선택해 설정할 수 있어요. 광고주당 1개의 음원만 설정할 수 있지만, 그룹을 여러 개로 나눌 경우 2개 이상의 음원도 가능해요. 비즈링 이용 관련 자세한 내용은 비즈링 고객센터(1588-6587/유료)로 문의해 주세요."
