,index,query,query_cnt,p_rank1,p_rank2,p_rank3,n_rank_1,n_rank2,n_rank3
527,3414,콜센터 전화연결,2,ONEstore고객센터,SK텔레콤고객센터운영시간,T멤버십구매상품(구.초콜릿)상담센터,전화상담사연결,SK텔레콤고객센터운영시간,전화관련
528,3616,부과서비스 삭제부탁드려요,2,이동전화해지방법,자동납부해지방법,유선해지방법,콘텐츠이용료결제취소방법,예상해지금액,Btv월정액해지방법
529,4038,유심등록,2,USIM기기변경방법,USIM카드구매방법,USIM카드교품방법,USIM기변방법,로밍중USIM변경,USIM카드구매방법
530,1625,인터넷 들어가는법,2,유선인터넷접속불가조치방법,집전화수발신불가조치방법,휴대폰데이터접속불가조치방법,인터넷관련,신규가입구비서류,퀵보이스차단서비스
531,5261,10일에 납부가능해서요,1,부가사용금액,과납,요금납부일확인방법,요금납부일확인방법,,
532,4183,누구 설정 취소,2,NUGU서비스무드등자동꺼짐현상,NUGU서비스정기이용권해지방법,NUGU서비스앱디바이스연결실패조치방법,NUGU서비스탈퇴방법,T전화NUGU계정해제방법,NUGU서비스정기이용권해지방법
533,3481,채티 법정대리인 동의,2,법인위임대리인연장신청방법,법인위임대리인신청방법,법인위임대리인,미성년자법정대리인정지,미성년자법정대리인정지신청방법,
534,1285,가입 어떡해해,2,이동전화가입제한,가입상담예약방법,이용계약증명서발급방법,신규가입구비서류,가입상담예약방법,가입비
535,3427,아이폰15por 사줘,2,아이폰기기변경상담,,,TAll케어플러스i150,분실파손i150,
536,3955,국제전화발신저한,2,국제전화발신금지,,,국제전화알림Biz레터링,,
537,728,요금 조회 어케해?,2,요금수납내역확인방법,부가사용금액,편의점요금납부,조회관련,실시간요금상세내역,자녀요금조회방법
538,4868,고객센터 번호알수있을까요,1,타통신사고객센터,SK텔레콤고객센터운영시간,ONEstore고객센터,제조사AS센터연락처,전화상담사연결,SK텔레콤고객센터운영시간
539,1401,T로밍,2,로밍통화요금,로밍한사람간통화요금,데이터로밍요금,T로밍카드,5G로밍서비스,가족로밍
540,1617,통화 수신이 안돼요,2,휴대폰통화중잡음묵음조치방법,휴대폰전화수신불가조치방법,휴대폰전화수발신불가조치방법,휴대폰전화수신불가조치방법,휴대폰전화수발신불가조치방법,
541,526,유심이 인식이돼지 않아요,2,USIM기기변경방법,USIM카드교품방법,USIM카드구매방법,로밍중USIM변경,USIM기변방법,
542,964,국제발신 문자때문에요,2,국제전화발신금지,해외SMS발신금지서비스,,국제전화알림Biz레터링,국제전화청구주기,
543,2226,선택야정 재가입 할려구요,2,선택약정할인제도공제순서,선택약정할인중복가입가능상품,선택약정할인제도가입가능단말기조회방법,선택약정할인제도재가입조건,,
544,2955,상당사 전화예약,2,전화상담사연결,SK텔레콤고객센터운영시간,타통신사고객센터,가입상담예약방법,예약관련,
545,3497,해지금액은 왜? 기입하나요?,2,이동전화해지방법,자동납부해지방법,,예상해지금액,이동전화해지방법,단말보험해지방법
546,2931,부재중이 있어어 전화했습니다.,2,통화중대기서비스신청방법,T_통화중대기,통화중대기서비스,T_부재중안내,,
547,1182,그럼나 포인트좀줘,2,레인보우포인트사용방법,레인보우포인트유효기간,레인보우포인트,BtvTV포인트,BtvB포인트,TAll케어플러스포인트서비스
548,2943,티전화 말고 일반전화로 전환 하는법?,2,T전화모드유지,T전화설정방법,T전화음성으로전화하기,T_일반전화,,
549,2424,고객센터 114에서 어떤경로로 들어가야해,2,SK텔레콤고객센터운영시간,전화상담사연결,타통신사고객센터,전화상담사연결,,
550,5820,T 올케어파손F 취소하고 싶습니다,1,TAll케어플러스3파손80,TAll케어플러스3파손40,TAll케어플러스3i파손80,PASS프라임서비스해지방법,5GX퍼펙트클럽갤럭시S21해지방법,T아이폰케어해지방법
551,3779,내 전화 요금 미납되지 않았는대,2,SKT미납센터연락처,미납직권해지,SKT해지미납센터연락처,미납이용정지,,
552,5118,약정재가입해주세요,1,요금약정할인제도,,,선택약정할인제도재가입조건,,
553,2397,데이터 다 썼어?,2,데이터추가사용방법,데이터통화료상한제도,,자녀데이터사용량조회방법,,
554,4704,안녕하세요? 휴대폰 선결제 잔액 환불 신청드립니다,1,통신과금자동선결제해지방법,,,데이터결합약정할인반환금,,
555,1856,문자청구서,2,문자매니저,문자메시지서비스,일500건SMS발송량제한,문자메시지서비스,휴대폰문자수발신실패조치방법,MMS
556,3382,휴대폰소액결제 가능하도록 해주세요,2,휴대폰결제이용가능대상,휴대폰결제이용제한방법,콘텐츠이용료결제취소방법,결제관련,T로밍카드결제수단,앱스토어결제수단
557,2987,몇일까지 입금 처리  할까요,2,과납,부가사용금액,요금납부일확인방법,요금납부일확인방법,,
558,2575,미납금준비할동안 전화통신사용할려고 다른통신사 유심을 샀는데 괜찮은걸까,2,SKT미납센터연락처,미납이용정지,,USIM기변방법,로밍중USIM변경,USIM카드구매방법
559,4224,휴대폰 납부 방법,2,요금부분납부방법,요금수납내역확인방법,편의점요금납부,결제관련,편의점요금납부,단말기할부금중도납부방법
560,6613,쿠폰사용해달라고,1,T데이터쿠폰사용기간,T쿠폰구매방법,T데이터쿠폰등록방법,Btv쿠폰,T쿠폰,T쿠폰구매방법
561,3543,소액결제한도 상향,2,휴대폰결제이용가능대상,휴대폰결제이용제한방법,자동휴대폰결제차단방법,애플콘텐츠이용료결제이용한도,데이터통화료상한제도,법인휴대폰결제이용한도
562,4937,이 달안에 납부하겠습니다! 감사합니다,1,과납,부가사용금액,요금수납내역확인방법,단말기할부금중도납부방법,,
563,3873,선택약정 할인 연장,2,선택약정할인제도만료문자발송시기,선택약정할인제도가입조건,선택약정할인제도할인반환금부과대상,연장관련,번호변경안내서비스연장방법,선택약정할인제도약정기간변경
564,6435,어디로 입금하면 될까요 ?,1,과납,부가사용금액,요금수납내역확인방법,결제관련,편의점요금납부,
565,2081,선물말고 제번호로.쓸수있는거주세요,2,T끼리데이터선물하기연령,가족간데이터자동선물하기,T끼리데이터선물하기비용,T끼리데이터선물조르기방법,T끼리데이터선물하기받은데이터사용방법,T끼리데이터선물하기비용
566,411,청구서 우편으로,2,요금안내서변경방법,요금안내서발행유형자동변경해제방법,요금안내서재발행방법,요금안내서발행유형자동변경해제방법,이메일상담,각종업무구비서류
567,2230,입금 방법,2,과납,세금계산서신청방법,세금계산서재발행방법,결제관련,,
568,3804,6윌 2일 납부명세서 받고 싶어요,2,과납,요금납부일확인방법,편의점요금납부,각종업무구비서류,이용계약증명서발급방법,
569,3320,휴대폰 결제 한도 향상,2,휴대폰결제이용가능대상,휴대폰결제이용동의신청방법,,법인휴대폰결제이용한도,애플콘텐츠이용료결제이용한도,데이터통화료상한제도
570,5791,카드 재등록할수있을까요?,1,T멤버십재발급취소,,,선택약정할인제도재가입조건,T멤버십재발급취소,법인폰요금안내서재발행방법
571,2679,자녀결합 필요한 서류,2,가족결합확인방법,요즘가족결합,요즘가족결합신청방법,데이터결합약정할인신청방법,,
572,5911,폰으로 로밍을 한것같은데,1,로밍수신요금,로밍중휴대폰기능사용요금,로밍통화요금,T로밍카드,T로밍고객센터,5G로밍서비스
573,2215,11월 10일날 미납요금 카카오뱅크로 입금 하겠습니다,2,SKT미납센터연락처,미납이용정지,,OK캐쉬백납부,,
574,5368,안녕하세요 미납요금을 얼마전에 냈는데,1,SKT미납센터연락처,미납이용정지,미납직권해지,휴대폰결제연체가산금,과납,SKT미납센터연락처
575,4368,자녀전화. 선택약정연장,2,선택약정할인제도만료문자발송시기,SK텔레콤이용약관,선택약정할인제도가입조건,번호변경안내서비스연장방법,분실정지수신기간연장방법,연장관련
576,4974,미납요금 날짜를  좀 미루고 싶었어요,1,SKT미납센터연락처,미납이용정지,SKT해지미납센터연락처,미납이용정지,,
577,944,부재통화,2,부가통화,통화중대기서비스신청방법,통화중대기서비스,T_부재중안내,,
578,773,31일 납부가능,2,요금납부일확인방법,,,단말기할부금중도납부방법,,
579,5485,10월달요금인가요?,1,요금납부일확인방법,,,T아이폰케어10,NewT아이폰케어10,
580,3782,무슨카드로 납부하고 있는지요,2,동일신용카드월5회수납제한,제휴카드할인,,요금수납내역확인방법,,
581,1757,미납요금만결제할께요,2,SKT미납센터연락처,미납이용정지,미납직권해지,미납이용정지,SKT미납센터연락처,과납
582,1212,문자가 들어오지않아요,2,등기문자,일500건SMS발송량제한,문자메시지서비스,휴대폰문자수발신실패조치방법,휴대폰MMS수발신실패조치방법,문자메시지서비스
583,3220,상담원 부탁드려요,2,SK텔레콤고객센터운영시간,전화상담사연결,T멤버십구매상품(구.초콜릿)상담센터,전화상담사연결,SK텔레콤고객센터운영시간,제조사AS센터연락처
584,5966,전화를 걸면 T전화로 이용이 되야 하는데,1,T전화모드유지,T전화설정방법,T전화음성으로전화하기,T전화이용방법,T전화,T_인터넷전화
585,4307,바로전화가 활성화 안됨,2,T전화baro,T전화baro이용방법,,T전화baro이용방법,T전화baro,
586,4592,인터넷 요금 문의입니다. 인터넷 종류는?,1,유선인터넷요금제,,,인터넷관련,,
587,1076,30일로 납부가능등록원합니다,2,과납,요금납부일확인방법,부가사용금액,T데이터쿠폰등록방법,등록관련,
588,1222,유선서비스 정지,2,유선일시정지신청/해제방법,일시정지,,정지관련,유선일시정지신청/해제방법,
589,4616,해지 처리 바로 가능할까요?,1,이동전화해지방법,자동납부해지방법,유선해지방법,예상해지금액,이동전화해지방법,철회
590,2511,23일까지 미납금납부 가능한가요,2,SKT미납센터연락처,미납이용정지,미납직권해지,단말기할부금중도납부방법,SKT미납센터연락처,
591,4682,네 문자왔어요,1,스팸문자,문자메시지서비스,문자매니저,문자메시지서비스,MMS,메시지관련
592,923,해지비용,2,이동전화해지방법,자동납부해지방법,유선해지방법,예상해지금액,콘텐츠이용료결제취소방법,이동전화해지방법
593,5606,안녕하세요 왜 요금가격이 7만원인가여,1,부가사용금액,과납,편의점요금납부,T아이폰파손7,NewT아이폰케어7,NewT아이폰파손7
594,1866,t바로,2,baroYT요금제,T전화baro,T전화baro이용방법,T전화baro,T전화baro이용방법,Wavve
