query,n_rank1,n_rank2,n_rank3,count,p_rank1,p_rank2,p_rank3,f_rank1,f_rank2,f_rank3
기변종류,"('T나는 폰교체', 0.913)","('휴대폰 기기변경 방법', 0.902)","('갤럭시 기기 변경 상담', 0.858)",2,휴대폰기기변경방법(0.49239075),중고기기변경방법(0.46847087),단말기교품(0.46373405),"('휴대폰 기기변경 방법', 0.68)","('휴대폰 관련', 0.548)","('중고 기기변경 방법', 0.529)"
t 전화 따로 요금이 나오는건가?,"('T_일반전화', 0.926)","('부가통화', 0.903)","('타 통신사 고객센터', 0.862)",2,T전화음성으로전화하기(0.4719246),T전화스팸기능(0.463044525),T전화모드유지(0.4617429),"('T전화', 0.556)","('T전화 이용 방법', 0.482)","('T_인터넷전화', 0.457)"
선택약정할인제도 가입하고 싶어요,"('요금약정 할인제도', 0.973)","('선택약정 할인제도 가입 조건', 0.946)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.923)",2,선택약정할인제도가입조건(0.49747885),선택약정할인제도재가입조건(0.4961715),선택약정할인제도가입가능단말기조회방법(0.495808425),"('요금약정 할인제도', 0.56)","('선택약정 할인제도 가입 조건', 0.557)","('아파트청약케어 신청 방법', 0.457)"
현재 내가 가입 할 수있는 요금제를 알려주,"('요금제문의', 0.981)","('요금제 추천', 0.974)","('집전화 요금제', 0.97)",2,이동전화가입제한(0.408967585),"가입상담예약방법(0.404548525)
",,"('요금제문의', 0.684)","('법인폰 현재 사용 중 요금제 확인 방법', 0.539)","('LTE 요금제', 0.471)"
baro3gb 가입해줘,"('baro 3GB', 0.867)","('T_Giga인터넷', 0.867)","('T_Giga 프리미엄', 0.862)",2,T전화baro(0.423223525),T전화baro이용방법(0.41769455),"타사고객baroBox이용(0.40449962)
","('baro 3GB', 0.551)","('baro Box 임대 예약 방법', 0.485)","('모비데이터팩 신청 방법', 0.479)"
티비 약정이 얼마 남았는지 궁굼해요!,"('일자별 잔여통화안내', 0.941)","('일자별 잔여통화안내 날짜 변경 방법', 0.941)","('일자별 잔여통화안내 신청 방법', 0.927)",2,"Btv사용자맞춤설정방법(0.8076108)
",,,"('단말기 잔여 할부 조회 방법', 0.44)",,
미납요금 납부가능일 31일,"('SKT 미납센터 연락처', 0.855)","('미납 이용정지', 0.848)","('과납', 0.834)",2,SKT미납센터연락처(0.4832006),미납이용정지(0.45728585),미납직권해지(0.43886815),"('요금 납부일 확인 방법', 0.576)","('SKT 미납센터 연락처', 0.548)","('요금 납부일 변경 방법', 0.509)"
통화량 알려줘,"('통화중대기 서비스', 0.768)","('T_통화중대기', 0.766)","('전화 관련', 0.761)",2,최근사용량확인방법(0.44697465),"T로밍음성사용량안내문자차단(0.40480697)
",,"('일자별 잔여통화안내', 0.527)","('최근 사용량 확인 방법', 0.499)","('통화 내역 열람 방법', 0.452)"
몇월달  미납요금인가요?,"('SKT 미납센터 연락처', 0.921)","('미납 이용정지', 0.887)","('과납', 0.883)",2,SKT미납센터연락처(0.48611665),미납이용정지(0.46157667),미납직권해지(0.43243795),"('요금 수납 내역 확인 방법', 0.584)","('SKT 미납센터 연락처', 0.583)","('요금 납부일 확인 방법', 0.548)"
해외입니다.,"('A.', 0.871)","('퀵보이스', 0.862)","('영업장 위치 확인', 0.829)",2,T로밍청구내역서(0.46185305),로밍한사람간통화요금(0.438388525),로밍중발신번호표시(0.4310929),"('가족 로밍', 0.508)","('5G 로밍 가능 국가', 0.493)","('로밍 요금 확인 시점', 0.457)"
고객센터 무료,"('T쿠폰 고객센터', 0.964)","('T로밍 고객센터', 0.949)","('T로밍 카드 고객 센터', 0.927)",2,SK텔레콤고객센터운영시간(0.491321625),타통신사고객센터(0.48517875),전화상담사연결(0.4801123),"('SK텔레콤 고객센터 운영 시간', 0.714)","('전화 상담사 연결', 0.695)","('타 통신사 고객센터', 0.507)"
부고 문자 보내려 하는데 초과로 발송이 안되어요,"('등기문자', 0.472)","('T_부재중안내', 0.469)","('통합청구서', 0.453)",2,등기문자(0.45605015),일500건SMS발송량제한(0.44894115),문자메시지서비스(0.4404455),,,
100원  내용을? 상당원 과 상담원합니다,"('통신과금 선결제', 0.716)","('통신과금 선결제 이용 방법', 0.689)","('구매 관련', 0.688)",2,전화상담사연결(0.43485537),SK텔레콤고객센터운영시간(0.4137509),T멤버십구매상품(구.초콜릿)상담센터(0.413076),"('0프로그램', 0.447)","('전국민 무한 100', 0.43)",
고객센터 114에서 어떤경로로 들어가야해,"('T쿠폰 고객센터', 0.854)","('T로밍 고객센터', 0.842)","('T로밍 카드 고객 센터', 0.826)",2,SK텔레콤고객센터운영시간(0.4713892),전화상담사연결(0.47070335),타통신사고객센터(0.4681718),"('T전화 T114 이용 방법', 0.538)","('SK텔레콤 고객센터 운영 시간', 0.41)","('전화 상담사 연결', 0.404)"
아이폰15pro사줘,"('분실파손 i150', 0.926)","('T All케어플러스 i150', 0.866)","('T All케어플러스 150', 0.705)",2,아이폰기기변경상담(0.45888588),"휴대폰기기변경방법(0.42982305)
",,"('아이폰 기기 변경 상담', 0.542)","('5G 기기 변경 방법', 0.516)","('휴대폰 기기변경 방법', 0.497)"
실시간이용요금이란,"('실시간 요금 상세 내역', 0.894)","('결제 관련', 0.705)","('예약 관련', 0.693)",2,"실시간요금상세내역(0.96735865)
",,,"('실시간 요금 상세 내역', 0.779)","('최근 사용량 확인 방법', 0.467)",
결제 카드 2개월분 납부,"('단말기 할부금 중도 납부 방법', 0.747)","('과납', 0.745)","('미납 이용정지', 0.74)",2,"과납(0.82612157)
",,,"('단말기 할부금 중도 납부 방법', 0.574)","('과납', 0.468)","('요금 수납 내역 확인 방법', 0.468)"
해제방법,"('휴대폰결제 이용 제한 해제 방법', 0.965)","('데이터 로밍 차단 해지', 0.959)","('데이터 로밍 차단 시 통화 문자 이용', 0.951)",2,이동전화해지방법(0.4754783),자동납부해지방법(0.4452893),"유선해지방법(0.4280364)
","('차단해제 관련', 0.696)","('이동전화 해지 방법', 0.631)","('철회', 0.555)"
나의 가입 년도,"('가입 정보 조회', 0.744)","('발신번호 관련', 0.721)","('SMS MMS 발신자번호 확인', 0.716)",2,휴대폰개통일확인방법(0.40221475),"이동전화가입제한(0.401690335)
",,"('휴대폰 개통일 확인 방법', 0.716)","('T끼리 온가족할인제도 가입 년 수 확인 방법', 0.514)","('요금 납부일 확인 방법', 0.505)"
포인트를 사용해야하는데,"('B tv B포인트', 0.944)","('B tv TV포인트', 0.934)","('T멤버십 T플러스포인트 조회 방법', 0.91)",2,레인보우포인트사용방법(0.4747862),레인보우포인트(0.472981065),레인보우포인트유효기간(0.4700664),"('T멤버십 포인트', 0.531)","('레인보우 포인트 사용 방법', 0.524)","('OK캐쉬백 납부', 0.461)"
문자도용서비스,"('문자메시지 서비스', 0.972)","('휴대폰 문자 수발신 실패 조치 방법', 0.958)","('로밍 문자 요금', 0.957)",2,스팸문자(0.47349483),일500건SMS발송량제한(0.46832865),문자매니저(0.46822575),"('스팸 문자', 0.624)","('스미싱', 0.56)","('번호도용문자차단', 0.546)"
유심이 인식이돼지 않아요,"('USIM기변 방법', 0.943)","('USIM 카드 교품 방법', 0.941)","('USIM 카드 구매 방법', 0.934)",2,USIM기기변경방법(0.4756915),USIM카드교품방법(0.468848615),USIM카드구매방법(0.46703445),"('USIM기변 방법', 0.537)","('USIM 카드 교품 방법', 0.529)","('USIM 카드 구매 방법', 0.452)"
수신 이메일 명 변경 요청 드리겠습니다,"('이메일 상담', 0.936)","('해외 MMS 서비스', 0.873)","('요금안내서 변경 방법', 0.873)",2,이메일상담(0.4640545),MMS(0.460842),휴대폰MMS수신후저장실패조치방법(0.43704715),"('이메일 상담', 0.619)","('요금안내서 주소 변경 방법', 0.505)","('요금안내서 변경 방법', 0.501)"
전화요금이 많이 나오는거 같아요,"('부가통화', 0.916)","('T_일반전화', 0.862)","('로밍 중 전화 발신 방법', 0.856)",2,요금수납내역확인방법(0.4089515),"요금부분납부방법(0.40855485)
",,"('집전화 요금제', 0.494)","('요금제문의', 0.476)","('전화 관련', 0.432)"
와이파이가 안뜨네요,"('T wifi zone 찾기', 0.966)","('T wifi zone', 0.965)","('T wifi zone 이용 방법', 0.958)",2,Twifizone찾기(0.46289602),Twifizone(0.4613555),Twifizone이용방법(0.46091187),"('SK 유무선 공유기 Wi-Fi 접속 불가 조치 방법', 0.71)","('휴대폰 T Wi-Fi Zone 이용 불가 조치 방법', 0.577)","('T wifi zone 이용 방법', 0.479)"
누구사용법,"('NUGU 서비스 이용 대상', 0.951)","('NUGU 서비스 회원 가입 방법', 0.95)","('NUGU 서비스 디바이스 연결', 0.941)",2,NUGU서비스(0.4948278),NUGU서비스이용대상(0.49380222),NUGU서비스스마트폰연결방법(0.48421052),"('NUGU 서비스 오디오북 이용 방법', 0.581)","('B tv NUGU 이용 방법', 0.561)","('NUGU 서비스 레시피 이용 방법', 0.53)"
납부가능한날짜 등록,"('요금 부분 납부 방법', 0.778)","('과납', 0.767)","('통신과금 선결제', 0.706)",2,"요금납부일확인방법(0.905322)
",,,"('요금 납부일 변경 방법', 0.762)","('요금 납부일 확인 방법', 0.681)","('유선 요금 납부일 변경 방법', 0.517)"
연락처 지워져서 복원이요,"('T전화 아이폰 최근기록 표시 정책', 0.809)","('T전화 최근기록 보기 설정', 0.797)","('원스토리 앤 데이터 해지 방법', 0.773)",2,휴대폰결제대행사연락처(0.47246638),SK텔레콤고객센터운영시간(0.460134775),ONEstore고객센터(0.44762425),"('제조사 AS 센터 연락처', 0.53)","('T전화채티대화이력삭제', 0.462)","('분실폰 찾기 개인 정보 삭제', 0.455)"
계좌번호  보내 주세요,"('NUGU 서비스 하나은행 금융 기능', 0.612)","('Sk pay 결제 방법', 0.611)","('Sk pay', 0.61)",2,SK텔레콤고객센터운영시간(0.42257482),타통신사고객센터(0.40346775),"전화상담사연결(0.40096003)
",,,
선택약정 계속하고싶어요,"('해지 미환급금 조회 방법', 0.831)","('아파트청약케어 해지 방법', 0.829)","('휴대폰 데이터 끊김 조치 방법', 0.829)",2,선택약정할인제도만료문자발송시기(0.48821643),선택약정할인제도가입조건(0.477639975),선택약정할인제도할인반환금부과대상(0.4762511),"('선택약정 할인제도 재가입 조건', 0.599)","('선택약정 할인제도 해지 방법', 0.575)","('선택약정 할인제도 가입 조건', 0.475)"
다른회선 선택약정 걸고싶어,"('타 통신사 고객센터', 0.934)","('인터넷 TV 가입(타사)', 0.928)","('T_착신전환', 0.92)",2,선택약정할인제도약정기간변경(0.45429182),선택약정할인제도만료문자발송시기(0.43711005),SK텔레콤이용약관(0.4029285),"('선택약정 할인 중복 가입 가능 상품', 0.435)",,
11월 21일 전에 납부 될겁니다,"('과납', 0.764)","('요금 부분 납부 방법', 0.754)","('장비변상금', 0.663)",2,요금수납내역확인방법(0.464065),요금부분납부방법(0.46012525),편의점요금납부(0.456778975),"('요금 납부일 확인 방법', 0.584)","('요금 납부일 변경 방법', 0.546)","('단말기 할부금 중도 납부 방법', 0.535)"
다음에 상담사와 의논하겠습니다,"('전화 상담사 연결', 0.943)","('A.', 0.927)","('SK텔레콤 고객센터 운영 시간', 0.822)",2,전화상담사연결(0.4678728),SK텔레콤고객센터운영시간(0.44387125),타통신사고객센터(0.4222894),"('전화 상담사 연결', 0.645)","('SK텔레콤 고객센터 운영 시간', 0.51)","('채티 서비스', 0.441)"
미납요금 없읍니다,"('SKT 미납센터 연락처', 0.922)","('과납', 0.903)","('미납 이용정지', 0.892)",2,SKT미납센터연락처(0.485069425),SKT해지미납센터연락처(0.4741111),미납직권해지(0.4693322),"('요금 수납 내역 확인 방법', 0.581)","('SKT 미납센터 연락처', 0.538)","('과납', 0.47)"
번호보호와 가족보호 두가지 해지 원합니다,"('휴대폰가족보호 신청 방법', 0.712)","('휴대폰가족보호 이용 방법', 0.705)","('휴대폰가족보호', 0.675)",2,"휴대폰가족보호해지방법(0.8608802)
",,,"('휴대폰가족보호 해지 방법', 0.751)","('휴대폰번호보호 해지 방법', 0.653)","('고객보호 비밀번호 서비스 해지 방법', 0.474)"
연락처 중복,"('발신번호 관련', 0.674)","('발신번호 확인 서비스', 0.667)","('T_발신번호표시', 0.654)",2,휴대폰결제대행사연락처(0.48762945),SK텔레콤고객센터운영시간(0.464734585),ONEstore고객센터(0.46270597),"('다른 번호 문의', 0.491)","('제조사 AS 센터 연락처', 0.49)","('휴대폰 결제 대행사 연락처', 0.466)"
혹시 11월 말일까지납부가능한데 될까요?,"('로밍 일시 허용', 0.641)","('요금 납부일 변경 방법', 0.631)","('요금 부분 납부 방법', 0.631)",2,"요금납부일확인방법(0.9424292)
",,,"('요금 납부일 확인 방법', 0.631)","('요금 납부일 변경 방법', 0.58)","('단말기 할부금 중도 납부 방법', 0.55)"
미납요금 납부 가능일 25일,"('SKT 미납센터 연락처', 0.862)","('과납', 0.854)","('미납 이용정지', 0.851)",2,SKT미납센터연락처(0.4822754),미납이용정지(0.4578536),미납직권해지(0.43359135),"('요금 납부일 확인 방법', 0.565)","('요금 납부일 변경 방법', 0.506)","('과납', 0.493)"
7세 아이의 법정대리인으로 등록하고 싶어요,"('법정대리인 동시 통보', 0.959)","('미성년자 법정대리인 정지', 0.948)","('미성년자 법정대리인 정지 신청 방법', 0.936)",2,법인위임대리인연장신청방법(0.44822255),법인위임대리인신청방법(0.447351515),법인위임대리인(0.44540835),"('미성년자 법정대리인 정지 신청 방법', 0.634)","('법인 위임대리인 신청 방법', 0.54)","('미성년자 법정대리인 정지 해제 방법', 0.527)"
T올케어 해지신청,"('착신전환 해지 방법', 0.981)","('퀵보이스 해지 방법', 0.979)","('T 아이폰케어 해지 방법', 0.979)",2,단말보험해지방법(0.4560631),단말보험가입방법(0.4381757),"휴대폰보험보상신청방법(0.43165005)
","('단말보험 해지 방법', 0.792)","('T 아이폰케어 해지 방법', 0.63)","('마인드케어 해지 방법', 0.523)"
휴대폰결제 최대한도를 50만원으로 높이고 싶은데 신청을 하면 가능할까요?,"('데이터통화료 상한제도', 0.579)","('baro 3GB 충전', 0.546)","('통신과금 선결제 이용 방법', 0.537)",2,휴대폰결제이용동의신청방법(0.44190398),휴대폰결제이용가능대상(0.420007615),"콘텐츠이용료구매내역확인방법(0.403458565)
","('휴대폰결제 이용동의 신청 방법', 0.446)","('휴대폰 결제 멤버십 신청 방법', 0.434)","('휴대폰결제이용차단신청방법', 0.418)"
납부가능 요일,"('로밍 일시 허용', 0.788)","('요금 납부일 변경 방법', 0.785)","('요금 납부일 확인 방법', 0.755)",2,요금납부일확인방법(0.47011757),과납(0.4443861),부가사용금액(0.43765925),"('요금 납부일 확인 방법', 0.715)","('요금 납부일 변경 방법', 0.701)","('요금 부분 납부 방법', 0.418)"
선택약정할인연장,"('선택약정 할인제도 약정 기간 변경', 0.879)","('T데이터 쿠폰 사용 기간', 0.853)","('T로밍 카드 유효 기간', 0.851)",2,선택약정할인제도만료문자발송시기(0.489195),선택약정할인제도가입조건(0.487521025),선택약정할인제도할인반환금부과대상(0.4844859),"('선택약정 할인제도 약정 기간 변경', 0.614)","('선택약정 할인제도 재가입 조건', 0.557)","('연장 관련', 0.527)"
카드가 뭐야,"('제휴카드 할인', 0.905)","('동일 신용카드 월 5회 수납 제한', 0.774)","('원패스 옵션 변경', 0.768)",2,T멤버십카드번호확인방법(0.443531),T멤버십가맹점및사용방법(0.427535625),T멤버십사용내역확인방법(0.42610415),"('T쿠폰', 0.55)","('T멤버십 카드 발급 조건', 0.509)","('T멤버십 혜택', 0.454)"
