query,n_rank1,n_rank2,n_rank3
선택약정할인제도 받을려면 어떡하면되죠,"('선택약정 할인제도 가입 조건', 0.609)","('요금약정 할인제도', 0.525)","('선택약정 할인 중복 가입 가능 상품', 0.46)"
납부 가능일 11월 17일,"('요금 납부일 확인 방법', 0.6)","('요금 납부일 변경 방법', 0.555)","('단말기 할부금 중도 납부 방법', 0.488)"
칩으로 기기을 바꿨는데 통화 가되지않아서요,"('휴대폰 전화 수발신 불가 조치 방법', 0.442)",,
쿠폰신청은 어떻게하나요?,"('T쿠폰 구매 방법', 0.689)","('T쿠폰 등록 방법', 0.603)","('T데이터 쿠폰 구매 방법', 0.501)"
사업장인터넷가입,"('T플러스 인터넷 신청 방법', 0.5)","('유선 상품 설치 가능 지역', 0.471)","('법인 고객센터', 0.412)"
11월 13일까지 문자 안받으면 안되나여?,"('SMS 수신거부 신청 방법', 0.62)","('스팸 문자 차단 방법', 0.576)","('SMS 수신거부', 0.434)"
최근기록에 문자 안나오게 하는 방법 있나요?,"('T전화 최근기록 보기 설정', 0.747)","('T전화 아이폰 최근기록 표시 정책', 0.599)","('T전화채티대화이력삭제', 0.539)"
미납 요금만 결제,"('과납', 0.616)","('요금 부분 납부 방법', 0.575)","('미납 이용정지', 0.521)"
기존사용하는 전화로 바꿀려고해요~,"('번호이동 제도', 0.479)","('휴대폰 기기변경 방법', 0.45)","('번호 변경 방법', 0.443)"
1년재약정 합니다,"('선택약정 할인제도 재가입 조건', 0.599)","('선택약정 할인제도 약정 기간 변경', 0.507)","('요금약정 할인제도', 0.487)"
요금 과 가상계좌번호 보내주세요,,,
현재해드폰이정지되었나요?,"('정지 관련', 0.624)","('부가서비스 가입내역 확인 방법', 0.474)","('정지 해제 관련', 0.44)"
해외로 갈게 아니에요,"('가족 로밍', 0.481)","('이사 관련', 0.432)",
국제전화로 건것이 있나요?,"('국제전화 알림 Biz 레터링', 0.621)","('로밍 통화내역 열람', 0.453)","('국제전화 청구 주기', 0.442)"
해제 요청,"('차단해제 관련', 0.663)","('이동전화 해지 방법', 0.619)","('철회', 0.586)"
t연락처,"('전화 상담사 연결', 0.559)","('SK텔레콤 고객센터 운영 시간', 0.521)","('T map 문의 방법', 0.521)"
자녀 전화 잔여량,"('자녀 데이터 사용량 조회 방법', 0.713)","('다른 번호 문의', 0.582)","('미성년자 관련', 0.544)"
계좌번호아내해주셔야지요,"('자동납부번호 확인 방법', 0.45)",,
boro,"('T전화 baro', 0.665)","('FLO', 0.489)","('T전화 baro 이용 방법', 0.478)"
1개월요금?,"('요금제문의', 0.472)","('프리미엄 패스1', 0.438)",
인터넷 연결 불가,"('인터넷 관련', 0.875)","('유선 인터넷 접속 불가 조치 방법', 0.587)","('연결 관련', 0.509)"
데이터 잔여량 얼마나 남았어?,"('일자별 잔여통화안내', 0.617)","('T데이터 쿠폰 잔액 조회 방법', 0.553)","('자녀 데이터 사용량 조회 방법', 0.543)"
음성잔여량 알려줘,"('음성 관련', 0.582)","('일자별 잔여통화안내', 0.488)","('소리샘 서비스 청취 방법', 0.447)"
금액이 얼마입니까,"('채티 서비스', 0.591)","('요금제문의', 0.575)","('데이터 문의 관련', 0.534)"
요금조회할게요,"('실시간 요금 상세 내역', 0.671)","('요금제문의', 0.636)","('조회 관련', 0.486)"
요금제 선택약장 할인,"('선택약정 할인제도 가입 불가 요금제', 0.558)","('선택약정 할인제도 가입 조건', 0.514)","('요금약정 할인제도', 0.481)"
장애인 진단받음,"('장애인 복지할인 제도', 0.724)",,
01034991210 미납요금,"('미납 이용정지', 0.47)","('SKT 미납센터 연락처', 0.464)",
11월 요금납부서를 팩스로 받고싶어요,"('수납이력서 재발행 방법', 0.634)","('요금안내서 재발행 방법', 0.605)","('요금안내서 변경 방법', 0.485)"
장기 가입 쿠폰 가입할래,"('장기가입고객 할인제도', 0.547)","('T쿠폰 등록 방법', 0.507)","('Wavve콘텐츠팩 연간 신청 방법', 0.416)"
폰할부대금이얼마인가요?,"('단말기 할부', 0.609)","('공시지원금 확인 방법', 0.459)","('로밍폰 임대료', 0.444)"
23일까지납부가능합니다,"('요금 납부일 확인 방법', 0.601)","('요금 납부일 변경 방법', 0.592)","('단말기 할부금 중도 납부 방법', 0.552)"
요금 납부를 가상계좌 번호로 입금가능 할까요,"('OK캐쉬백 납부', 0.509)","('요금 부분 납부 방법', 0.5)","('단말기 할부금 중도 납부 방법', 0.488)"
상담사와 대화로 이야기 하고 싶습니다,"('전화 상담사 연결', 0.72)","('채팅플러스', 0.434)","('채티 서비스', 0.41)"
납부가능일 31,"('요금 납부일 확인 방법', 0.641)","('요금 납부일 변경 방법', 0.557)",
핸드폰요금을 제명의카드로 연결해놓으려고하고싶어요,"('동일 신용카드 월 5회 수납 제한', 0.414)",,
30일까지 납부 가능합니다,"('단말기 할부금 중도 납부 방법', 0.632)","('요금 납부일 확인 방법', 0.624)","('요금 납부일 변경 방법', 0.586)"
되는데  취소부탁드립니다,"('철회', 0.656)","('이동전화 해지 방법', 0.558)","('정지 해제 관련', 0.511)"
선택적약정,"('선택약정 할인제도 가입 조건', 0.605)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.519)","('선택약정 할인 중복 가입 가능 상품', 0.507)"
통화 중 다른 전화 오는거 알려주는 서비스 가입하려고요,"('통화중대기 서비스 신청 방법', 0.725)","('통화중대기 서비스', 0.646)","('콜키퍼 신청 방법', 0.623)"
송금을잘못했어요,"('과납', 0.487)",,
요급즉시납부,"('단말기 할부금 중도 납부 방법', 0.421)","('후청구 요금', 0.419)",
인터넷 들어가기,"('인터넷 관련', 0.806)","('유선 인터넷 접속 불가 조치 방법', 0.484)","('유선 인터넷 모뎀 공유기', 0.45)"
가상계좌 보내조,"('채팅플러스 계좌 송금 서비스', 0.432)",,
유료 서비스로 매월 휴대 전화요금에 납부되고 있습니다.,"('결제 관련', 0.518)","('요금제문의', 0.477)",
유심없음,"('USIM 카드 구매 방법', 0.491)","('USIM기변 방법', 0.428)","('휴대폰 데이터 접속 불가 조치 방법', 0.401)"
전화 수신 로밍안내,"('로밍 수신 요금', 0.682)",,
10월달 입금했는데 무슨 미납이래,"('과납', 0.641)","('가산금', 0.54)","('요금 수납 내역 확인 방법', 0.503)"
브이 컬러링 업얼려구요,"('V 컬러링 이용 방법', 0.67)","('V 컬러링 신청 방법', 0.607)","('V 컬러링', 0.548)"
선택약정할인신청은 어떻게하나요,"('요금약정 할인제도', 0.581)","('선택약정 할인제도 가입 조건', 0.548)","('데이터결합약정할인 신청 방법', 0.47)"
국제전화 발신해제방법,"('국제전화 발신 금지', 0.688)","('국제전화수신거부 서비스 신청 방법', 0.618)","('국제전화 알림 Biz 레터링', 0.566)"
휴대폰분실보호 가입한적이 없는거 같은데요,,,
요금이 더많이 나왔어요 저번달보다,"('추가 관련', 0.449)","('요금제문의', 0.432)","('부가 사용 금액', 0.414)"
정지된상태라 요금수납후바로해제되나요,"('정지 해제 관련', 0.621)","('정지 관련', 0.548)","('일시정지 해제 방법', 0.475)"
4월22일까지 납부가능합니다,"('단말기 할부금 중도 납부 방법', 0.583)","('요금 납부일 확인 방법', 0.535)","('요금 납부일 변경 방법', 0.482)"
갤럭시s23,"('휴대폰 관련', 0.567)","('갤럭시 기기 변경 상담', 0.546)","('제조사 AS 센터 연락처', 0.412)"
진짜 개별루우,,,
미납금액 상담,"('SKT 미납센터 연락처', 0.645)","('가산금', 0.603)","('미납 이용정지', 0.593)"
가정용 중계기,"('휴대폰 중계기 설치', 0.721)","('중계기 설치 후 휴대폰 사용 불가 조치 방법', 0.574)","('충전 용품 임대', 0.44)"
휴대폰결제내역,"('콘텐츠 이용료 구매내역 확인 방법', 0.644)","('요금 수납 내역 확인 방법', 0.624)","('결제 관련', 0.577)"
로밍이 안됩니다,"('로밍 일시 허용', 0.522)","('T로밍 카드 등록 실패 사유', 0.467)","('T로밍 고객센터', 0.424)"
아이폰 로밍,"('미성년자 로밍', 0.709)","('가족 로밍', 0.512)","('로밍 중 USIM 변경', 0.439)"
왜 해지된건가요,"('이동전화 해지 방법', 0.706)","('철회', 0.578)","('단말보험 해지 방법', 0.493)"
유심을 넣었는데 안되때,"('USIM기변 방법', 0.629)","('USIM 카드 교품 방법', 0.542)","('USIM 카드 구매 방법', 0.537)"
01088212158 미납금액과 입금전용계좌를 알려줘,"('SKT 미납센터 연락처', 0.533)","('자동납부번호 확인 방법', 0.457)",
넘버플러승문의,"('레터링', 0.451)","('넘버플러스2', 0.442)",
미납계좌,"('SKT 미납센터 연락처', 0.727)","('미납 이용정지', 0.61)","('과납', 0.54)"
ALL케어 플러스 파손80 보험 해지는 어떻게 하나요?,"('T All케어플러스3 파손80', 0.67)","('단말보험 해지 방법', 0.57)","('T All케어플러스 80', 0.561)"
벨스토리,"('벨링라이트정액제', 0.489)","('벨플러스컬러링 정액제', 0.462)",
9월요금남부,,,
진천대리점,"('영업장 위치 확인', 0.608)",,
가입치소해주세요,"('이동전화 해지 방법', 0.562)","('철회', 0.548)","('퀵보이스 해지 방법', 0.518)"
미납급 확인,"('미납 이용정지', 0.525)","('SKT 미납센터 연락처', 0.449)","('가산금', 0.414)"
미납요금 내려구요,"('SKT 미납센터 연락처', 0.669)","('과납', 0.628)","('미납 이용정지', 0.59)"
상담종료합니다,"('SK텔레콤 고객센터 운영 시간', 0.469)","('채티 서비스', 0.443)","('T전화채티대화이력삭제', 0.416)"
납부방법을 몰라요,"('요금 부분 납부 방법', 0.502)","('단말기 할부금 중도 납부 방법', 0.481)","('편의점 요금 납부', 0.477)"
번호변경안내 유형변경,"('번호변경안내 서비스', 0.683)","('번호변경안내 서비스 연장 방법', 0.518)","('번호변경안내 서비스 신청 방법', 0.465)"
날짜를 미룰수있을까요,"('요금 납부일 변경 방법', 0.677)","('연장 관련', 0.518)","('요금 납부일 확인 방법', 0.445)"
이동전화  가입,"('이동전화 가입 (타사)', 0.809)","('신규가입 구비서류', 0.633)","('개통 관련', 0.562)"
요금 조회 어케해?,"('실시간 요금 상세 내역', 0.686)","('요금 수납 내역 확인 방법', 0.54)","('자녀 요금 조회 방법', 0.53)"
미납요금 납부햏다고,"('SKT 미납센터 연락처', 0.75)","('미납 이용정지', 0.685)","('가산금', 0.643)"
부가가치 사용없는데 요금부나옴,"('부가 사용 금액', 0.697)",,
공유기 비밀번호를 알고 싶습니다~,"('SK 유무선 공유기 Wi-Fi 이름 암호 확인 방법', 0.724)","('소리샘 서비스 비밀번호', 0.528)","('SK 유무선 공유기 Wi-Fi 암호 변경 방법', 0.442)"
통화중 전화가 오는경우,"('통화중대기 서비스', 0.86)","('통화중대기 서비스 신청 방법', 0.689)","('콜키퍼', 0.531)"
남은 휴대폰대금,"('단말기 잔여 할부 조회 방법', 0.793)","('단말기 할부금 중도 납부 방법', 0.618)","('단말기 할부', 0.538)"
가입한지 몇년 됐는지 궁금합니다,"('T끼리 온가족할인제도 가입 년 수 확인 방법', 0.65)","('휴대폰 개통일 확인 방법', 0.588)","('요금 납부일 확인 방법', 0.455)"
바로6기가 신청,,,
재약정하려고합니다,"('요금약정 할인제도', 0.588)","('선택약정 할인제도 재가입 조건', 0.532)","('선택약정 할인제도 약정 기간 변경', 0.449)"
요번달 요금 알려줘,"('실시간 요금 상세 내역', 0.702)","('요금 납부일 확인 방법', 0.507)","('요금제문의', 0.489)"
부재중전화확인,"('T_부재중안내', 0.653)","('통화중대기 서비스', 0.466)","('안심키퍼', 0.414)"
전화번호 저장,"('제조사 AS 센터 연락처', 0.647)","('휴대폰 관련', 0.436)","('위치 관련', 0.419)"
안녕하세요! 혹시 상담을 받을수 있나요?,"('전화 상담사 연결', 0.705)","('채티 서비스', 0.616)","('SK텔레콤 고객센터 운영 시간', 0.502)"
연락처 몰라서요 대구김순이 명륜동,,,
상담원과통화하려면 어떻게해야하나요,"('전화 상담사 연결', 0.856)","('SK텔레콤 고객센터 운영 시간', 0.562)","('타 통신사 고객센터', 0.411)"
연락처 중복,"('다른 번호 문의', 0.491)","('제조사 AS 센터 연락처', 0.49)","('휴대폰 결제 대행사 연락처', 0.466)"
휴대폰결제 한도 높여줘,"('법인 휴대폰 결제 이용 한도', 0.559)","('애플 콘텐츠 이용료 결제 이용 한도', 0.523)","('휴대폰 결제 이용 제한 방법', 0.422)"
미납 가능일,"('요금 납부일 확인 방법', 0.659)","('가산금', 0.589)","('SKT 미납센터 연락처', 0.579)"
내요금내역조 알려주세요,"('실시간 요금 상세 내역', 0.504)","('요금 수납 내역 확인 방법', 0.452)",
미납요금 결제,"('과납', 0.589)","('단말기 할부금 중도 납부 방법', 0.587)","('미납 이용정지', 0.526)"
시리가 좋아 구글 어시스턴트 가 좋아?,,,
컨텐츠 이용료 문의,"('콘텐츠 이용료 가능 대상', 0.591)","('애플 콘텐츠 이용료', 0.522)","('콘텐츠 이용료 구매내역 확인 방법', 0.503)"
제 통장에 현금있는데요,"('T쿠폰 잔액 조회 방법', 0.527)","('단말기 잔여 할부 조회 방법', 0.464)","('단말기 할부금 중도 납부 방법', 0.429)"
lte는뭐야,"('5GX 스탠다드', 0.519)","('T멤버십 T우주 Lite 회원', 0.448)","('T라이트 할부 카드', 0.421)"
멤버십 혀택,"('T멤버십 가맹점 및 사용 방법', 0.58)","('T멤버십 혜택', 0.547)","('제휴카드 할인', 0.514)"
할부조회,"('단말기 할부', 0.83)","('단말기 잔여 할부 조회 방법', 0.728)","('T라이트 할부 카드', 0.495)"
멜론 할인 방법 문의,"('멜론 고객센터', 0.738)","('NUGU 서비스 멜론 이용권 구매 방법', 0.539)","('멜론 익스트리밍 신청 방법', 0.439)"
선택약정할인 위약금,"('선택약정 할인제도 할인 반환금 부과 대상', 0.827)","('데이터결합약정할인 반환금', 0.596)","('선택약정 할인 반환금 면제 대상', 0.519)"
지난달 휴대폰 결제 선결제,"('통신과금 선결제', 0.856)","('통신과금 선결제 이용 방법', 0.616)","('통신과금 선결제 취소 방법', 0.594)"
요금조회가뭐야,"('실시간 요금 상세 내역', 0.667)","('조회 관련', 0.569)","('요금제문의', 0.463)"
이번달 납부가능일,"('요금 납부일 확인 방법', 0.803)","('요금 납부일 변경 방법', 0.716)","('단말기 할부금 중도 납부 방법', 0.51)"
선택약정 가입해줘요,"('선택약정 할인제도 가입 조건', 0.56)","('요금약정 할인제도', 0.559)","('선택약정 할인제도 해지 방법', 0.463)"
미납요금 말일로변경될까요?,"('요금 납부일 변경 방법', 0.597)","('요금 납부일 확인 방법', 0.585)","('SKT 미납센터 연락처', 0.542)"
실시간납부,"('실시간 요금 상세 내역', 0.613)","('요금 수납 내역 확인 방법', 0.534)","('결제 관련', 0.51)"
9월 요금 냈는데 왜 나오지?,"('요금 납부일 확인 방법', 0.502)","('과납', 0.464)","('실시간 요금 상세 내역', 0.436)"
상담사를원해요,"('전화 상담사 연결', 0.734)","('SK텔레콤 고객센터 운영 시간', 0.5)","('가입상담 예약 방법', 0.459)"
