query,MTL_rank1,MTL_rank2,MTL_rank3
가족핸드폰요금,"('요금제문의', 0.498)","('다른 번호 문의', 0.494)","('로밍한 사람 간 통화 요금', 0.464)"
계좌 잔고 입금 했습니다,"('요금 수납 내역 확인 방법', 0.546)","('단말기 할부금 중도 납부 방법', 0.509)","('단말기 잔여 할부 조회 방법', 0.432)"
그약정기간이 이번달 29일로 끝나가니 2년으로 연장하려합니다,"('연장 관련', 0.653)","('선택약정 할인제도 약정 기간 변경', 0.479)","('법인 위임대리인 연장 신청 방법', 0.402)"
소액결제 비밀번호 모름요,"('휴대폰결제 비밀번호', 0.673)","('휴대폰결제 비밀번호 등록 방법', 0.63)","('휴대폰결제 비밀번호 해지 방법', 0.584)"
아이꺼 분실보험팀으로 팩스 받고싶습니다,"('휴대폰 보험 보상 신청 방법', 0.523)","('이용계약 증명서 발급 방법', 0.49)","('개통이력 단말기 피해보상 신청 방법', 0.442)"
휴대폰결제금액,"('결제 관련', 0.651)","('휴대폰결제 이용동의 신청 방법', 0.591)","('휴대폰결제이용차단신청방법', 0.523)"
미납 정지 연장,"('미납 이용정지', 0.511)",,
15일에 입금 하겠습니다,"('단말기 할부금 중도 납부 방법', 0.585)","('요금 납부일 확인 방법', 0.542)","('요금 납부일 변경 방법', 0.506)"
1개월 입금요망,"('단말기 할부금 중도 납부 방법', 0.521)","('요금 부분 납부 방법', 0.421)",
특정 번호 지정 차단 할 수 있음?,"('개별통화수신거부 이용 방법', 0.774)","('개별통화수신거부', 0.706)","('개별통화수신거부 신청 방법', 0.522)"
쿠폰선물하기는 한달사용제한이 있나요?,"('T끼리 데이터 선물하기 비용', 0.471)","('T데이터 쿠폰 사용 기간', 0.41)",
단체문자 보내기안됨,"('휴대폰 문자 수발신 실패 조치 방법', 0.446)",,
제주 서귀포시,"('제주도 프리', 0.616)",,
통화중 대기전화 확인하고 싶습니다,"('통화중대기 서비스', 0.821)","('통화중대기 서비스 신청 방법', 0.605)","('T_통화중대기', 0.576)"
데이터관련 상담을 하고 싶은데.. 통화가 안됩니다,"('데이터 문의 관련', 0.7)","('데이터 추가 사용 방법', 0.513)","('퀵보이스', 0.491)"
일본 로밍 요금제 알려줘,"('T로밍 Biz 요금제', 0.499)","('데이터 로밍 요금', 0.471)","('로밍 요금 확인 시점', 0.465)"
보안심 보안팀,"('T안심보안', 0.724)","('T청소년안심서비스', 0.455)","('안심키퍼', 0.451)"
약정할인 받고 싶어요~,"('요금약정 할인제도', 0.608)","('데이터결합약정할인 신청 방법', 0.522)","('T지원금 약정', 0.518)"
납부일 20일 등록요청,"('요금 납부일 변경 방법', 0.532)","('요금 납부일 확인 방법', 0.515)","('등록 관련', 0.431)"
010 4202 0727 미납요금 확인하고 싶어요,"('SKT 미납센터 연락처', 0.622)","('가산금', 0.456)","('자녀 요금 조회 방법', 0.45)"
오늘 0시부터,"('T멤버십 0day 혜택', 0.526)","('0프로그램', 0.497)",
휴대폰 결제 한도 설정,"('법인 휴대폰 결제 이용 한도', 0.721)","('애플 콘텐츠 이용료 결제 이용 한도', 0.65)","('060정보료 한도제', 0.54)"
btv 상담,"('B tv', 0.866)","('B tv 실시간 채널', 0.653)","('셋톱박스', 0.578)"
미납 문의 안내,"('SKT 미납센터 연락처', 0.789)","('미납 이용정지', 0.671)","('가산금', 0.633)"
내년1월이면 약정이끝나나여?,"('연장 관련', 0.508)","('단말기 잔여 할부 조회 방법', 0.479)","('단말기 할부', 0.403)"
114로 통화하고십분대요,"('전화 상담사 연결', 0.724)","('SK텔레콤 고객센터 운영 시간', 0.546)",
요금을 납부하는 계좌가 바뀌었는데 어디에서 바꾸면 되나요?,"('요금 납부일 변경 방법', 0.512)",,
납부날짜등록,"('요금 납부일 확인 방법', 0.754)","('요금 납부일 변경 방법', 0.738)","('수납이력서 재발행 방법', 0.505)"
선택약정 연장 신청,"('선택약정 할인제도 약정 기간 변경', 0.581)","('선택약정 할인제도 재가입 조건', 0.552)","('연장 관련', 0.545)"
스마트폰 중독 상담,"('T청소년안심서비스', 0.483)","('T청소년 안심팩 서비스', 0.445)",
약정 만료,"('연장 관련', 0.485)","('단말기 잔여 할부 조회 방법', 0.418)","('단말기 할부', 0.416)"
현재 선택약정 해지시 위약금 계산,"('선택약정 할인제도 할인 반환금 부과 대상', 0.753)","('선택약정 할인 반환금 면제 대상', 0.484)","('선택약정 할인제도 만료 SMS 발송 시기', 0.473)"
11월 10일날 미납요금 카카오뱅크로 입금 하겠습니다,"('OK캐쉬백 납부', 0.507)","('요금 수납 내역 확인 방법', 0.454)","('요금 납부일 확인 방법', 0.452)"
요금조회 청구서문자,"('실시간 요금 상세 내역', 0.482)","('요금안내서 변경 방법', 0.469)","('요금안내서 재발행 방법', 0.444)"
요금이 많이 나와요,"('요금제문의', 0.722)","('SK텔레콤 할인 혜택', 0.502)","('실시간 요금 상세 내역', 0.463)"
10월분 납분할려고요,"('요금 납부일 확인 방법', 0.54)","('요금 납부일 변경 방법', 0.532)","('단말기 할부금 중도 납부 방법', 0.506)"
납부날짜 27일로 부탁드립니다,"('요금 납부일 변경 방법', 0.796)","('요금 납부일 확인 방법', 0.696)","('단말기 할부금 중도 납부 방법', 0.468)"
미납요금 납기일 설정,"('요금 납부일 변경 방법', 0.733)","('요금 납부일 확인 방법', 0.614)","('유선 요금 납부일 변경 방법', 0.505)"
11월30 일 납부할게요,"('요금 납부일 확인 방법', 0.692)","('요금 납부일 변경 방법', 0.626)","('요금 수납 내역 확인 방법', 0.569)"
메모리와 유심 이란 설명요,"('USIM 카드 구매 방법', 0.679)","('USIM기변 방법', 0.6)","('로밍 중 USIM 변경', 0.47)"
제 딸의 선택약정을 가입하고 싶습니다,,,
10일에 납부 가능한데요 정지일 늦쳐 줄수있나요,"('요금 납부일 변경 방법', 0.529)","('미납 이용정지', 0.444)","('요금 납부일 확인 방법', 0.41)"
선택약정기간 연장,"('선택약정 할인제도 약정 기간 변경', 0.725)","('선택약정 할인제도 만료 SMS 발송 시기', 0.536)","('연장 관련', 0.519)"
선택야정 재가입 할려구요,"('선택약정 할인제도 재가입 조건', 0.492)",,
15일 까지 입금가능,"('단말기 할부금 중도 납부 방법', 0.575)","('요금 납부일 변경 방법', 0.485)","('요금 납부일 확인 방법', 0.469)"
25일 납부 가능이요,"('요금 납부일 확인 방법', 0.623)","('단말기 할부금 중도 납부 방법', 0.613)","('요금 납부일 변경 방법', 0.592)"
상담 중단해줘,"('T전화채티대화이력삭제', 0.474)","('SK텔레콤 고객센터 운영 시간', 0.461)","('전화 상담사 연결', 0.412)"
입금 방법,"('단말기 할부금 중도 납부 방법', 0.609)","('결제 관련', 0.415)","('요금 수납 내역 확인 방법', 0.414)"
스비스담당자 전화 주시기바랍니다 ~,"('전화 상담사 연결', 0.51)","('채티 서비스', 0.455)","('행복AS', 0.451)"
내 전화통화 시간,"('SK텔레콤 고객센터 운영 시간', 0.525)","('통화중대기 서비스', 0.521)",
고맙지만 지금은 필요하지 않아,"('구매 관련', 0.402)",,
패스앱,"('PASS', 0.72)","('PASS 신청 방법', 0.512)","('T앱', 0.444)"
티전화 앱을 기존 전화 앱으로 변경하고 싶습니다,"('T전화 모드 유지', 0.662)","('T전화 설정 방법', 0.614)","('T전화 이용 방법', 0.563)"
상담사 통화는 불가능한거지요,"('전화 상담사 연결', 0.755)","('SK텔레콤 고객센터 운영 시간', 0.489)","('제조사 AS 센터 연락처', 0.434)"
데이터해지할께요 3가지,"('이동전화 해지 방법', 0.579)","('데이터결합약정할인 해지 방법', 0.514)","('T데이터셰어링 해지 방법', 0.432)"
요금 닙브,"('요금제문의', 0.416)",,
미납요금 있어?,"('SKT 미납센터 연락처', 0.705)","('미납 이용정지', 0.639)","('요금 수납 내역 확인 방법', 0.588)"
유심관련,"('USIM기변 방법', 0.747)","('USIM 카드 구매 방법', 0.71)","('로밍 중 USIM 변경', 0.498)"
로밍 동의 문자가 안 옵니다,"('로밍 중 인증 문자 수신', 0.681)","('T로밍 청구내역서', 0.498)","('로밍 문자 사용량 SMS', 0.429)"
티비 약정,"('B tv 월정액', 0.411)","('B tv 요금제', 0.401)","('요금약정 할인제도', 0.401)"
배우자명의카드,"('가족 간 명의변경', 0.469)","('가족결합 확인 방법', 0.44)",
30만원 납부가능 한가요?,"('단말기 할부금 중도 납부 방법', 0.493)","('요금 부분 납부 방법', 0.466)","('요금 수납 내역 확인 방법', 0.43)"
부가세해지할려고 합니다,"('세금계산서 재발행 방법', 0.618)","('세금계산서 신청 방법', 0.54)","('자동납부 해지 방법', 0.401)"
로밍  대해성,"('T로밍 고객센터', 0.425)",,
배우자 휴대폰 요금제 변경 및 일시정시  필요서류,"('가족간 명의변경 신청 방법', 0.444)",,
이용약관,"('SK텔레콤 이용약관', 0.922)",,
자녀가 지금 해외갔는데 로밍차단을 해야하는데 어떻게 해야 돼나요,"('미성년자 로밍', 0.607)","('해외체류 장기일시정지 신청 방법', 0.518)","('데이터 로밍 차단 해지', 0.406)"
log in,"('로그인 관련', 0.749)","('로그인플러스', 0.475)","('로그인 보호서비스', 0.44)"
lg통신사 사용하던  공기계를 얻어 유심변경하였습니다 통화시 3g로 변환되는 문제 해결가능한가요,"('USIM기변 방법', 0.699)","('USIM 카드 교품 방법', 0.563)","('USIM 카드 구매 방법', 0.509)"
요금 아짤,"('실시간 요금 상세 내역', 0.564)","('요금제문의', 0.437)","('자녀 요금 조회 방법', 0.431)"
요금 금액이 얼마 인가요,"('요금제문의', 0.742)","('실시간 요금 상세 내역', 0.557)","('SK텔레콤 할인 혜택', 0.51)"
자녀 약정기간,"('다른 번호 문의', 0.709)","('미성년자 관련', 0.666)","('자녀 요금 조회 방법', 0.546)"
유심이켜져있는지확인이요,"('USIM기변 방법', 0.502)","('USIM 카드 구매 방법', 0.437)","('USIM 카드 교품 방법', 0.401)"
상담사 연결 번호,"('전화 상담사 연결', 0.91)","('SK텔레콤 고객센터 운영 시간', 0.611)","('제조사 AS 센터 연락처', 0.521)"
취소가능,"('철회', 0.755)","('이동전화 해지 방법', 0.629)","('휴대폰 결제 취소 방법', 0.469)"
구티브로 요금 4400원짜리 해지,"('이동전화 해지 방법', 0.52)","('넘버플러스2 해지 방법', 0.45)","('NUGU 서비스 정기 이용권 해지 방법', 0.447)"
12월에 납부 가능할까요,"('요금 납부일 확인 방법', 0.636)","('요금 납부일 변경 방법', 0.593)","('단말기 할부금 중도 납부 방법', 0.591)"
겔럭시도 돼?,"('휴대폰 관련', 0.645)","('휴대폰 기기변경 방법', 0.516)","('단말기 할부', 0.439)"
카드 신고,"('동일 신용카드 월 5회 수납 제한', 0.44)","('발신금지 서비스 신청 방법', 0.413)",
25일까지납부가능할것같아요,"('단말기 할부금 중도 납부 방법', 0.606)","('요금 납부일 변경 방법', 0.558)","('요금 납부일 확인 방법', 0.536)"
긴 문자를 받을려면,"('메시지 관련', 0.554)","('MMS', 0.512)","('Tworld 문자 보내기 이용 방법', 0.444)"
고객센타,"('SK텔레콤 고객센터 운영 시간', 0.661)","('전화 상담사 연결', 0.655)","('제조사 AS 센터 연락처', 0.544)"
문자 전송 안됨,"('휴대폰 문자 수발신 실패 조치 방법', 0.829)","('메시지 관련', 0.531)","('휴대폰 MMS 수발신 실패 조치 방법', 0.483)"
콘텐츠이용요금?,"('콘텐츠 이용료 구매내역 확인 방법', 0.57)","('콘텐츠 이용료 가능 대상', 0.498)","('애플 콘텐츠 이용료', 0.466)"
상당사와 연결해주세요,,,
지금 바로 납부하고 싶습니다 지정된 신용카드로요,"('편의점 요금 납부', 0.581)","('통신과금 선결제 이용 방법', 0.561)","('Sk pay 결제 방법', 0.543)"
로밍 요금 반값 미적용,"('데이터 로밍 무조건 허용', 0.49)","('데이터 로밍 요금', 0.465)","('로밍 요금 확인 시점', 0.45)"
그만 문자보내,"('메시지 관련', 0.538)","('제조사 AS 센터 연락처', 0.456)","('문자매니저 해지 방법', 0.421)"
25일까지 입금할께요,"('단말기 할부금 중도 납부 방법', 0.56)","('요금 납부일 확인 방법', 0.417)","('요금 납부일 변경 방법', 0.416)"
터이터조회,"('데이터 문의 관련', 0.612)","('인터넷 관련', 0.531)","('조회 관련', 0.525)"
알림창 바꾸기,"('T전화 글꼴 변경 방법', 0.497)","('제조사 AS 센터 연락처', 0.48)","('레터링 설정 방법', 0.466)"
추가 요금 조회,"('조회 관련', 0.468)","('추가 관련', 0.436)","('부가 사용 금액', 0.427)"
통화중걸리는거 하려구요,"('통화중대기 서비스 신청 방법', 0.68)","('통화중대기 서비스', 0.629)","('통화중대기 서비스 해지 방법', 0.561)"
납부가능일 15일로,"('요금 납부일 변경 방법', 0.787)","('요금 납부일 확인 방법', 0.772)","('단말기 할부금 중도 납부 방법', 0.478)"
미납요금 중 첫달치만 먼저 납부 가능하나요?,"('요금 부분 납부 방법', 0.596)","('단말기 할부금 중도 납부 방법', 0.561)","('통신과금 선결제 이용 방법', 0.513)"
자녀로밍신청조회,"('미성년자 로밍', 0.689)",,
타인카드 납부 가능할까요,"('동일 신용카드 월 5회 수납 제한', 0.508)","('OK캐쉬백 납부', 0.506)","('요금 부분 납부 방법', 0.451)"
할부금액확인,"('단말기 잔여 할부 조회 방법', 0.693)","('단말기 할부', 0.665)","('단말기 할부금 중도 납부 방법', 0.46)"
"Hello, Chairman.",,,
휴대폰 결제 목록 알려주셔요,"('콘텐츠 이용료 구매내역 확인 방법', 0.683)","('통화 내역 열람 방법', 0.523)","('T멤버십 사용 내역 확인 방법', 0.516)"
유심을 신청했는데 언제 배달될까요?,"('USIM 카드 구매 방법', 0.576)","('USIM 카드 교품 방법', 0.568)","('USIM기변 방법', 0.524)"
전달 콘텐츠 이용료,"('T끼리 데이터 선물하기 비용', 0.459)",,
이번주 10일까지 납부,"('요금 납부일 확인 방법', 0.629)","('요금 납부일 변경 방법', 0.585)","('단말기 할부금 중도 납부 방법', 0.551)"
정답은.....바로바로 수박!,"('채티 서비스', 0.404)",,
문자발송시 문서첨부가능여부,"('문자메시지 서비스', 0.483)","('T전화 글꼴 변경 방법', 0.472)","('요금안내서 변경 방법', 0.464)"
11월 26일 납부가능,"('요금 납부일 확인 방법', 0.601)","('단말기 할부금 중도 납부 방법', 0.571)","('요금 납부일 변경 방법', 0.535)"
본인카드만 가능한지,"('동일 신용카드 월 5회 수납 제한', 0.531)","('T멤버십 카드 발급 조건', 0.465)","('제휴카드 할인', 0.425)"
할인약정 연장할려구요,"('연장 관련', 0.61)","('선택약정 할인제도 약정 기간 변경', 0.521)","('요금약정 할인제도', 0.52)"
과거요금제확인,"('실시간 요금 상세 내역', 0.543)","('요금제문의', 0.453)","('요금제 추천', 0.403)"
원킵서비스 해지,"('퀵보이스 해지 방법', 0.571)","('이동전화 해지 방법', 0.467)",
납부 가능일 등록은 안되나요?,"('요금 납부일 확인 방법', 0.776)","('요금 납부일 변경 방법', 0.752)","('수납이력서 재발행 방법', 0.426)"
