query,n_rank1,n_rank2,n_rank3
핸드폰으로  결제된 금액이 있나요,"('요금 수납 내역 확인 방법', 0.701)","('콘텐츠 이용료 구매내역 확인 방법', 0.632)","('유선 요금 납부 내역 확인 방법', 0.555)"
전 전체 이용 요금  보여주세요.,"('실시간 요금 상세 내역', 0.622)",,
선택사항없음,"('구매 관련', 0.493)","('추가 관련', 0.491)","('SK텔레콤 할인 혜택', 0.464)"
유기변,"('임대 제도', 0.454)",,
선택약정요금제,"('요금약정 할인제도', 0.574)","('선택약정 할인제도 가입 조건', 0.567)","('선택약정 할인 중복 가입 가능 상품', 0.528)"
비트박스 해줘,"('baro Box 임대', 0.504)","('baro Box 임대 예약 방법', 0.467)","('baro Box 임대료', 0.402)"
선물말고 제번호로.쓸수있는거주세요,"('넘버플러스2 이용 방법', 0.412)","('넘버플러스2', 0.403)",
당일 해지,"('이동전화 해지 방법', 0.657)","('철회', 0.544)","('예상 해지 금액', 0.523)"
통화불,"('통화품질 관련', 0.772)","('휴대폰 전화 수발신 불가 조치 방법', 0.708)","('고장 실패 관련', 0.682)"
통신요금이 왜 더 나왔나요?,"('과납', 0.533)","('가산금', 0.49)","('SK텔레콤 할인 혜택', 0.468)"
가족보호앱,"('휴대폰가족보호', 0.675)","('휴대폰가족보호 이용 방법', 0.532)","('가족 관련', 0.531)"
해외자동로밍을 차단하고싶어요,"('해외체류 장기일시정지 신청 방법', 0.591)","('국제전화수신거부 서비스 신청 방법', 0.559)","('데이터 로밍 차단 해지', 0.479)"
이용요금 해제,"('요금 부분 납부 방법', 0.407)",,
미납요금 납부가능일 알려쥐,"('요금 납부일 확인 방법', 0.768)","('요금 납부일 변경 방법', 0.645)","('SKT 미납센터 연락처', 0.555)"
해제방법,"('차단해제 관련', 0.74)","('정지 해제 관련', 0.663)","('이동전화 해지 방법', 0.656)"
남은 할부값,"('단말기 잔여 할부 조회 방법', 0.89)","('단말기 할부금 중도 납부 방법', 0.695)","('단말기 할부', 0.628)"
가입 유료야?,"('가입비', 0.714)","('요금제문의', 0.509)","('SK텔레콤 할인 혜택', 0.492)"
내 부가세,"('세금계산서 신청 방법', 0.646)","('세금계산서 재발행 방법', 0.554)",
how to use the internet,"('인터넷 관련', 0.626)",,
몇살이신가요,"('휴대폰 개통일 확인 방법', 0.592)","('미성년자 관련', 0.582)","('팅 요금제 자동 변경 시기', 0.537)"
114 전화 통화 안되,"('휴대폰 전화 수발신 불가 조치 방법', 0.663)","('고장 실패 관련', 0.584)","('통화품질 관련', 0.55)"
미남 요금이 없습니다 다시 한번 확인해 주세요,"('퀵보이스', 0.401)",,
로밍요 오늘부터 14일 오는데요,"('로밍 일시 허용', 0.542)","('미성년자 로밍', 0.436)","('가족 로밍', 0.423)"
등급은 어떻게 되나요?,"('T멤버십 고객 등급 조회', 0.864)","('T멤버십 고객 등급 기준', 0.759)","('VIP 요금제 프로그램', 0.413)"
상세 명세서보내주세요,"('요금안내서 변경 방법', 0.638)","('요금안내서 재발행 방법', 0.57)","('실시간 요금 상세 내역', 0.536)"
미납요금이,"('SKT 미납센터 연락처', 0.755)","('가산금', 0.708)","('미납 이용정지', 0.695)"
녹음할 수 있는 법 알려줄래??,"('T전화 통화 녹음 기능', 0.816)","('T전화 녹음 파일 확인 방법', 0.608)","('소리샘 서비스 청취 방법', 0.434)"
인터넷이 작동을 안해요,"('인터넷 관련', 0.779)","('휴대폰 데이터 접속 불가 조치 방법', 0.579)","('통화품질 관련', 0.566)"
데이터무한받으려면어떻게하나요,"('데이터 추가 사용 방법', 0.754)","('데이터 문의 관련', 0.684)","('데이터통화료 상한제도', 0.511)"
요금 죄회,"('과납', 0.685)","('가산금', 0.556)","('휴대폰 결제 취소 방법', 0.494)"
로밍 통화가 안됩니다,"('로밍 중 전화 발신 방법', 0.562)","('T전화 baro 이용 방법', 0.497)","('T전화 baro', 0.492)"
미납요금 계좌 좀 알려줘,"('SKT 미납센터 연락처', 0.793)","('요금 수납 내역 확인 방법', 0.605)","('자동납부번호 확인 방법', 0.579)"
회외에서 전화하기,"('로밍 중 전화 발신 방법', 0.412)",,
1개월 납부요망,"('요금 부분 납부 방법', 0.596)","('단말기 할부금 중도 납부 방법', 0.559)","('통신과금 선결제 이용 방법', 0.483)"
유심 분실,"('USIM 카드 구매 방법', 0.6)","('USIM기변 방법', 0.598)","('USIM 카드 교품 방법', 0.532)"
2년으로 가입하려고합니다,"('연장 관련', 0.431)","('단말기 할부', 0.412)",
납부 방법,"('단말기 할부금 중도 납부 방법', 0.646)","('요금 수납 내역 확인 방법', 0.636)","('요금 부분 납부 방법', 0.632)"
sk BTV 장애,"('B tv 인터넷 장애 조치 방법', 0.668)","('집전화 수발신 불가 조치 방법', 0.46)","('T전화 오류문의', 0.447)"
sk 텔레콤 인터넷입니다.,"('T플러스B인터넷', 0.708)","('인터넷 관련', 0.609)","('T플러스 인터넷 신청 방법', 0.577)"
아이폰 15 사고 싶어,"('5G 기기 변경 방법', 0.622)","('휴대폰 기기변경 방법', 0.524)","('0청년 59 15GB업', 0.508)"
티비 약정이 얼마 남았는지 궁굼해요!,"('단말기 잔여 할부 조회 방법', 0.487)",,
약정 1년으로 가능여부 확인 부탁드립니다,"('요금제문의', 0.535)","('SK텔레콤 할인 혜택', 0.524)","('단말기 할부', 0.461)"
서현호 미납요금,"('SKT 미납센터 연락처', 0.594)","('과납', 0.492)","('미납 이용정지', 0.488)"
장애노,"('장애인 복지할인 제도', 0.717)","('고장 실패 관련', 0.479)","('휴대폰 전화 수발신 불가 조치 방법', 0.451)"
폰.결제일은 언제인가요,"('요금 납부일 확인 방법', 0.739)","('휴대폰 개통일 확인 방법', 0.612)","('요금 납부일 변경 방법', 0.568)"
15일납부 가능,"('요금 납부일 변경 방법', 0.669)","('요금 납부일 확인 방법', 0.629)","('단말기 할부금 중도 납부 방법', 0.61)"
산택적약정할인,"('선택약정 할인 중복 가입 가능 상품', 0.402)",,
착신방법,"('착신전환 이용 방법', 0.879)","('제조사 AS 센터 연락처', 0.59)","('전화 관련', 0.589)"
멜론 가격,"('멜론 고객센터', 0.81)","('음악 관련', 0.444)",
전화시간 추가돼??,"('SK텔레콤 고객센터 운영 시간', 0.624)","('추가 관련', 0.549)","('전화 상담사 연결', 0.468)"
싸이 셀럽,"('NUGU 서비스 셀럽 알람', 0.526)",,
로밍사용법,"('로밍 중 전화 발신 방법', 0.65)","('T전화 baro 이용 방법', 0.549)","('T로밍 고객센터', 0.459)"
내 미납 요금 알려줘,"('SKT 미납센터 연락처', 0.8)","('미납 이용정지', 0.622)","('과납', 0.592)"
요금청구는엇제부터,"('요금제문의', 0.552)","('가입비', 0.498)","('요금 수납 내역 확인 방법', 0.487)"
상담사는,"('전화 상담사 연결', 0.793)","('SK텔레콤 고객센터 운영 시간', 0.626)","('채티 서비스', 0.508)"
로밍상태인지  알고싶습니다,"('로밍 통화내역 열람', 0.431)",,
콘텐츠이용료 미리 납부했는데,"('통신과금 선결제 이용 방법', 0.659)","('통신과금 선결제', 0.588)","('통신과금 선결제 취소 방법', 0.56)"
유심확인,"('USIM 카드 구매 방법', 0.61)","('USIM기변 방법', 0.586)","('인증 관련', 0.496)"
21일전에 문자 한번주세요,"('요금제 변경 가능일 알림 서비스 신청 방법', 0.494)","('일자별 잔여통화안내 날짜 변경 방법', 0.491)","('메시지 관련', 0.487)"
오늘 납부가능,"('요금 납부일 확인 방법', 0.758)","('요금 납부일 변경 방법', 0.688)","('요금 수납 내역 확인 방법', 0.578)"
타사 국제전화 사용내역을 상세하게 알고 싶습니다,"('로밍 통화내역 열람', 0.681)","('국제전화 알림 Biz 레터링', 0.434)","('통화 내역 열람 방법', 0.41)"
114 통화 바람,"('전화 상담사 연결', 0.842)","('SK텔레콤 고객센터 운영 시간', 0.519)","('T전화 T114 이용 방법', 0.48)"
세이프케시가입해제원합니다,"('세이프캐시 해지 방법', 0.714)","('PASS 세이프가드 해지 방법', 0.677)","('PASS 해지 방법', 0.412)"
인터넷신호불량,"('인터넷 관련', 0.565)","('B tv 인터넷 장애 조치 방법', 0.49)","('통화품질 관련', 0.467)"
060수신차단,"('060발신차단 서비스', 0.802)","('스팸ARS차단플러스', 0.548)","('060발신차단 서비스 신청 방법', 0.53)"
저 메시지 차단 경고가 뜨는데요,"('차단 관련', 0.583)","('제조사 AS 센터 연락처', 0.541)","('메시지 관련', 0.525)"
매일 주어지는 1g 데이터의 사용량은 어디서 확인가능한가요?,"('일자별 잔여통화안내', 0.663)","('최근 사용량 확인 방법', 0.641)","('자녀 데이터 사용량 조회 방법', 0.517)"
데이떠,"('데이터 문의 관련', 0.48)","('T멤버십 0day 혜택', 0.423)",
미납요금 언제까지 내면돼나요 두달거요?,"('SKT 미납센터 연락처', 0.709)","('미납 이용정지', 0.653)","('가산금', 0.65)"
데이터 충전 무료로 할 수 있는 방법 있어?,"('데이터 추가 사용 방법', 0.755)","('팅 요금 충전 방법', 0.656)","('데이터 리필하기 사용 방법', 0.547)"
그전에 입금해도 되는지요,"('단말기 할부금 중도 납부 방법', 0.637)","('요금 납부일 변경 방법', 0.619)","('요금 납부일 확인 방법', 0.604)"
20일날 납부가능해요,"('요금 납부일 확인 방법', 0.703)","('단말기 할부금 중도 납부 방법', 0.669)","('요금 납부일 변경 방법', 0.647)"
10살인데,"('미성년자 관련', 0.817)","('팅 요금제 자동 변경 시기', 0.559)","('T끼리 데이터 선물하기 연령', 0.511)"
11월30일에 미납납부하도록하겠습니다,"('요금 납부일 확인 방법', 0.593)","('SKT 미납센터 연락처', 0.568)","('요금 수납 내역 확인 방법', 0.563)"
휴대폰 미납요금 가능일 등록,"('SKT 미납센터 연락처', 0.673)","('미납 이용정지', 0.592)","('요금 납부일 확인 방법', 0.49)"
통화중임을 상대방에게 알려주는 방법은?,"('통화중대기 서비스', 0.686)","('통화중대기 서비스 신청 방법', 0.651)","('콜키퍼', 0.529)"
문자 안보내져,"('휴대폰 문자 수발신 실패 조치 방법', 0.727)","('제조사 AS 센터 연락처', 0.687)","('고장 실패 관련', 0.646)"
약정할인어디에신청하나요,"('요금약정 할인제도', 0.58)","('T지원금 약정', 0.495)","('데이터결합약정할인 신청 방법', 0.477)"
다시 상담할께요,"('채티 서비스', 0.565)","('SK텔레콤 고객센터 운영 시간', 0.527)","('전화 상담사 연결', 0.509)"
아리아가 누구야,"('NUGU 서비스', 0.611)","('NUGU 서비스 음성 인식 기능', 0.556)","('T전화 음성명령 사용 방법', 0.534)"
당월요금도포함,"('요금제문의', 0.621)","('실시간 요금 상세 내역', 0.519)","('SK텔레콤 할인 혜택', 0.474)"
미납요금있나요?,"('SKT 미납센터 연락처', 0.76)","('미납 이용정지', 0.648)","('가산금', 0.618)"
문자 안보내짐,"('휴대폰 문자 수발신 실패 조치 방법', 0.704)","('메시지 관련', 0.55)","('제조사 AS 센터 연락처', 0.489)"
대량 문자발송,"('MMS', 0.535)","('문자메시지 서비스', 0.52)","('일 500건 SMS 발송량 제한', 0.514)"
선택재약정방법,"('선택약정 할인제도 재가입 조건', 0.683)","('선택약정 할인제도 해지 방법', 0.53)","('선택약정 할인제도 승계 조건', 0.522)"
선택약정이 언제끝나나요.,"('선택약정 할인제도 만료 SMS 발송 시기', 0.857)","('선택약정 할인제도 해지 방법', 0.591)","('선택약정 할인제도 약정 기간 변경', 0.508)"
요금조희 알려주세요,"('요금제문의', 0.622)","('SK텔레콤 할인 혜택', 0.562)","('실시간 요금 상세 내역', 0.413)"
All케어플러스 가입 여부,"('T All케어플러스', 0.679)","('부가서비스 가입내역 확인 방법', 0.672)","('단말 보험 가입 방법', 0.43)"
연락처백업,"('제조사 AS 센터 연락처', 0.587)","('SK쉴더스 모바일가드 설치 방법', 0.436)","('구글 Play 스토어 고객센터', 0.407)"
미납요금 납부가능일 12월 10일로 등록,"('요금 납부일 확인 방법', 0.654)","('요금 납부일 변경 방법', 0.615)","('SKT 미납센터 연락처', 0.535)"
기타상담,"('기타 요금', 0.857)",,
고겍 센터 전화해줘,"('퀵보이스', 0.598)","('퀵보이스 신청 방법', 0.52)","('전화 상담사 연결', 0.494)"
요금에 세이프 3000 원 청구는 뭐죠?,"('세이프캐시', 0.66)","('PASS 세이프가드', 0.603)","('세이프캐시 신청 방법', 0.497)"
상담사와 연락할 수 있어?,"('전화 상담사 연결', 0.873)","('SK텔레콤 고객센터 운영 시간', 0.593)","('채티 서비스', 0.452)"
미납요금이얼마인가요,"('SKT 미납센터 연락처', 0.7)","('가산금', 0.653)","('미납 이용정지', 0.616)"
11월30날. 납부하겠습니다,"('요금 납부일 확인 방법', 0.729)","('요금 납부일 변경 방법', 0.626)","('단말기 할부금 중도 납부 방법', 0.589)"
sk포인트 사용 후 부활 여부 알고싶어요,"('T멤버십 포인트 유효기간', 0.547)","('T멤버십 재발급 취소', 0.471)",
미납문의해줘,"('SKT 미납센터 연락처', 0.798)","('가산금', 0.691)","('미납 이용정지', 0.654)"
청구서 보내세요,"('요금안내서 변경 방법', 0.802)","('요금안내서 재발행 방법', 0.684)","('요금안내서 발행유형 자동 변경 해제 방법', 0.6)"
선택약점신청,,,
휴대폰변경날짜,"('휴대폰 기기변경 방법', 0.639)","('휴대폰 개통일 확인 방법', 0.57)","('아이폰 기기 변경 상담', 0.504)"
데이터 속도가 얼마냐고,"('속도 관련', 0.814)","('휴대폰 데이터 속도 저하 조치 방법', 0.514)","('데이터 문의 관련', 0.497)"
부가서비스 언제 해지가능해요,"('이동전화 해지 방법', 0.648)","('단말보험 해지 방법', 0.635)","('자동납부 해지 방법', 0.582)"
당월요금 결제신청,"('통신과금 선결제 이용 방법', 0.619)","('단말기 할부금 중도 납부 방법', 0.605)","('결제 관련', 0.588)"
요금제 이용량 외,"('최근 사용량 확인 방법', 0.521)","('요금제문의', 0.515)","('데이터 추가 사용 방법', 0.451)"
휴대폰 결제 환불,"('휴대폰 결제 취소 방법', 0.837)","('휴대폰 결제 연체 가산금', 0.574)","('콘텐츠 이용료 결제 취소 방법', 0.554)"
은행계좌 부탁드려요,"('각종업무구비서류', 0.431)",,
요금때문에,"('요금제문의', 0.714)","('SK텔레콤 할인 혜택', 0.557)","('가입비', 0.448)"
가족핸드폰요금,"('다른 번호 문의', 0.488)","('요금제문의', 0.485)","('가족 관련', 0.484)"
계좌 잔고 입금 했습니다,"('요금 수납 내역 확인 방법', 0.573)","('단말기 할부금 중도 납부 방법', 0.56)","('단말기 잔여 할부 조회 방법', 0.497)"
그약정기간이 이번달 29일로 끝나가니 2년으로 연장하려합니다,"('연장 관련', 0.679)","('선택약정 할인제도 약정 기간 변경', 0.43)","('법인 위임대리인 연장 신청 방법', 0.417)"
소액결제 비밀번호 모름요,"('휴대폰결제 비밀번호 등록 방법', 0.695)","('휴대폰결제 비밀번호', 0.602)","('소리샘 서비스 비밀번호', 0.59)"
