query,n_rank1,n_rank2,n_rank3
착신방법,"('착신전환', 0.91)","('착신전환 이용 방법', 0.893)","('T_착신전환', 0.872)"
멜론 가격,"('멜론 고객센터', 0.862)","('멜론 익스트리밍', 0.673)","('NUGU 서비스 멜론 스트리밍 상품', 0.541)"
전화시간 추가돼??,"('추가 관련', 0.63)","('데이터 추가 사용 방법', 0.627)","('T끼리 온가족할인제도 가족 추가', 0.555)"
싸이 셀럽,"('NUGU 서비스 셀럽 알람', 0.78)","('콜키퍼', 0.456)","('SKT 콜렉트콜 서비스', 0.441)"
로밍사용법,"('T로밍 카드', 0.6)","('로밍 중 휴대폰 기능 사용 요금', 0.537)","('로밍 중 LTE 데이터 이용 방법', 0.524)"
내 미납 요금 알려줘,"('SKT 미납센터 연락처', 0.817)","('미납 이용정지', 0.711)","('과납', 0.64)"
요금청구는엇제부터,"('가입비', 0.622)","('각종업무구비서류', 0.555)","('세금계산서 신청 방법', 0.534)"
상담사는,"('전화 상담사 연결', 0.93)","('SK텔레콤 고객센터 운영 시간', 0.679)","('제조사 AS 센터 연락처', 0.624)"
로밍상태인지  알고싶습니다,"('T로밍 카드 내역 확인', 0.638)","('로밍 요금 확인 시점', 0.6)","('로밍 통화내역 열람', 0.507)"
콘텐츠이용료 미리 납부했는데,"('콘텐츠 이용료 구매내역 확인 방법', 0.507)","('요금 수납 내역 확인 방법', 0.482)","('결제 관련', 0.471)"
유심확인,"('로밍 중 USIM 변경', 0.594)","('USIM 스마트인증', 0.587)","('USIM기변 방법', 0.55)"
21일전에 문자 한번주세요,"('요금제 변경 가능일 알림 서비스 신청 방법', 0.514)","('요금제 변경 가능일 알림 서비스', 0.506)","('웹발신 알림', 0.422)"
오늘 납부가능,"('요금 납부일 확인 방법', 0.637)","('가입비', 0.565)","('퀵보이스 신청 방법', 0.53)"
타사 국제전화 사용내역을 상세하게 알고 싶습니다,"('인터넷 TV 가입(타사)', 0.572)","('이동전화 가입 (타사)', 0.567)","('타사 고객 baro Box 이용', 0.541)"
114 통화 바람,"('전화 상담사 연결', 0.786)","('전화 관련', 0.586)","('SK텔레콤 고객센터 운영 시간', 0.508)"
세이프케시가입해제원합니다,"('세이프캐시 해지 방법', 0.712)","('PASS 세이프가드 해지 방법', 0.521)","('PASS신용지키미 해지 방법', 0.487)"
인터넷신호불량,"('B tv 방송 신호 없음 조치 방법', 0.758)","('B tv 입력 신호 없음 조치 방법', 0.716)","('NUGU 디바이스 적색등 오류', 0.603)"
060수신차단,"('060발신차단 서비스', 0.79)","('060발신차단 서비스 신청 방법', 0.638)","('060발신차단 서비스 해지 방법', 0.52)"
저 메시지 차단 경고가 뜨는데요,"('SMS 수신거부', 0.688)","('퀵보이스 차단 서비스', 0.676)","('차단 관련', 0.666)"
매일 주어지는 1g 데이터의 사용량은 어디서 확인가능한가요?,"('자녀 데이터 사용량 조회 방법', 0.6)","('최근 사용량 확인 방법', 0.527)","('T LOGIN 사용량 SMS 통보', 0.487)"
데이떠,"('휴대폰 개통일 확인 방법', 0.614)","('개통 관련', 0.549)","('웹발신 알림', 0.506)"
미납요금 언제까지 내면돼나요 두달거요?,"('미납 이용정지', 0.695)","('SKT 미납센터 연락처', 0.624)","('과납', 0.595)"
데이터 충전 무료로 할 수 있는 방법 있어?,"('T로밍 데이터 충전', 0.845)","('baro 1GB 충전', 0.823)","('baro 2GB 충전', 0.816)"
그전에 입금해도 되는지요,"('가입비', 0.595)","('퀵보이스 신청 방법', 0.551)","('신규가입 구비서류', 0.526)"
20일날 납부가능해요,"('요금 납부일 확인 방법', 0.497)","('가입비', 0.405)",
10살인데,"('미성년자 관련', 0.757)","('팅 요금제 자동 변경 시기', 0.587)","('미성년자 요금제 변경 방법', 0.577)"
11월30일에 미납납부하도록하겠습니다,"('SKT 미납센터 연락처', 0.534)","('해지 미환급금 조회 방법', 0.52)","('과납', 0.515)"
휴대폰 미납요금 가능일 등록,"('요금 납부일 확인 방법', 0.582)","('미납 이용정지', 0.559)","('SKT 미납센터 연락처', 0.505)"
통화중임을 상대방에게 알려주는 방법은?,"('자녀요금통보서비스', 0.498)","('전화 관련', 0.492)","('안심통보 서비스', 0.489)"
문자 안보내져,"('휴대폰 문자 수발신 실패 조치 방법', 0.795)","('문자메시지 서비스', 0.754)","('MMS', 0.708)"
약정할인어디에신청하나요,"('데이터결합약정할인 신청 방법', 0.757)","('요금약정 할인제도', 0.59)","('가입상담 예약 방법', 0.548)"
다시 상담할께요,"('추가 관련', 0.621)","('퀵보이스', 0.561)","('전화 상담사 연결', 0.505)"
아리아가 누구야,"('알버트AI', 0.606)","('알버트와 알버트AI 차이점', 0.585)","('A.', 0.536)"
당월요금도포함,"('부가 사용 금액', 0.433)",,
미납요금있나요?,"('SKT 미납센터 연락처', 0.768)","('미납 이용정지', 0.753)","('과납', 0.605)"
문자 안보내짐,"('휴대폰 문자 수발신 실패 조치 방법', 0.763)","('휴대폰 MMS 수발신 실패 조치 방법', 0.673)","('문자메시지 서비스', 0.664)"
대량 문자발송,"('MMS', 0.689)","('문자메시지 서비스', 0.67)","('메시지 관련', 0.656)"
선택재약정방법,"('선택약정 할인제도 재가입 조건', 0.763)","('선택약정 할인제도 약정 기간 변경', 0.466)","('유선 요금안내서 재발행 방법', 0.465)"
선택약정이 언제끝나나요.,"('선택약정 할인제도 만료 SMS 발송 시기', 0.828)","('선택약정 할인제도 해지 방법', 0.613)","('선택약정 할인제도 가입 조건', 0.484)"
요금조희 알려주세요,"('T끼리 데이터 선물하기 비용', 0.477)","('T끼리 데이터 선물 조르기 방법', 0.429)","('T끼리 데이터 선물하기 받은 데이터 사용 방법', 0.411)"
All케어플러스 가입 여부,"('T All케어플러스', 0.733)","('T우주패스 플러스 구독', 0.644)","('콜키퍼플러스 신청 방법', 0.644)"
연락처백업,"('OK캐쉬백', 0.438)",,
미납요금 납부가능일 12월 10일로 등록,"('요금 납부일 확인 방법', 0.523)","('SKT 미납센터 연락처', 0.489)","('해지 미환급금 조회 방법', 0.469)"
기타상담,"('기타 요금', 0.826)","('음악 관련', 0.609)","('휴대폰 관련', 0.437)"
고겍 센터 전화해줘,"('전화 상담사 연결', 0.815)","('영업장 위치 확인', 0.773)","('제조사 AS 센터 연락처', 0.732)"
요금에 세이프 3000 원 청구는 뭐죠?,"('PASS 세이프가드', 0.591)","('세이프캐시', 0.583)","('T플랜 세이브', 0.486)"
상담사와 연락할 수 있어?,"('전화 상담사 연결', 0.954)","('SK텔레콤 고객센터 운영 시간', 0.684)","('유선 A/S 방문 일정', 0.629)"
미납요금이얼마인가요,"('미납 이용정지', 0.729)","('SKT 미납센터 연락처', 0.715)","('과납', 0.593)"
11월30날. 납부하겠습니다,"('요금 납부일 확인 방법', 0.524)",,
sk포인트 사용 후 부활 여부 알고싶어요,"('5GX퍼펙트클럽 갤럭시S21 반납 조건', 0.506)","('T멤버십 T플러스포인트 조회 방법', 0.502)","('B tv TV포인트', 0.502)"
미납문의해줘,"('SKT 미납센터 연락처', 0.805)","('미납 이용정지', 0.754)","('과납', 0.606)"
청구서 보내세요,"('각종업무구비서류', 0.726)","('이메일 상담', 0.684)","('이용계약 증명서 발급 방법', 0.655)"
선택약점신청,"('선택약정 할인제도 가입 조건', 0.641)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.486)","('선택약정 할인제도 가입 불가 요금제', 0.464)"
휴대폰변경날짜,"('요금제 변경 가능일 알림 서비스', 0.777)","('요금 납부일 변경 방법', 0.71)","('휴대폰 기기변경 방법', 0.66)"
데이터 속도가 얼마냐고,"('속도 관련', 0.842)","('휴대폰 데이터 속도 저하 조치 방법', 0.69)","('유선 인터넷 속도 저하 조치 방법', 0.546)"
부가서비스 언제 해지가능해요,"('이동전화 해지 방법', 0.766)","('B tv 월정액 해지 방법', 0.756)","('단말보험 해지 방법', 0.735)"
당월요금 결제신청,"('가입비', 0.588)","('휴대폰결제 이용동의 신청 방법', 0.581)","('퀵보이스 신청 방법', 0.576)"
요금제 이용량 외,"('요금제문의', 0.609)","('법인폰 요금제 사용량 조회 방법', 0.539)","('자녀 데이터 사용량 조회 방법', 0.531)"
휴대폰 결제 환불,"('T로밍 카드 환불', 0.808)","('장비변상금', 0.731)","('데이터결합약정할인 반환금', 0.713)"
은행계좌 부탁드려요,"('영업장 위치 확인', 0.528)","('퀵보이스', 0.483)","('퀵보이스 이용 방법', 0.481)"
요금때문에,"('부가 사용 금액', 0.544)","('결제 관련', 0.491)","('통신서비스 요금', 0.491)"
가족핸드폰요금,"('휴대폰가족보호', 0.518)","('TB끼리 한가족할인', 0.5)","('로밍한 사람 간 통화 요금', 0.5)"
계좌 잔고 입금 했습니다,"('요금 수납 내역 확인 방법', 0.469)","('T쿠폰 잔액 조회 방법', 0.468)","('단말기 할부금 중도 납부 방법', 0.458)"
그약정기간이 이번달 29일로 끝나가니 2년으로 연장하려합니다,"('연장 관련', 0.75)","('번호변경안내 서비스 연장 방법', 0.667)","('법인 위임대리인 연장 신청 방법', 0.556)"
소액결제 비밀번호 모름요,"('휴대폰결제 비밀번호', 0.771)","('휴대폰결제 비밀번호 신청 방법', 0.627)","('휴대폰결제 비밀번호 등록 방법', 0.598)"
아이꺼 분실보험팀으로 팩스 받고싶습니다,"('분실파손보험', 0.596)","('휴대폰 보험 보상 신청 방법', 0.578)","('각종업무구비서류', 0.517)"
휴대폰결제금액,"('결제 관련', 0.806)","('앱스토어 결제 수단', 0.639)","('T로밍 카드 결제 수단', 0.584)"
미납 정지 연장,"('분실정지 수신 기간 연장 방법', 0.708)","('미납 이용정지', 0.629)","('연장 관련', 0.579)"
15일에 입금 하겠습니다,"('가입비', 0.438)","('결제 관련', 0.433)","('요금 납부일 확인 방법', 0.423)"
1개월 입금요망,"('개통 관련', 0.487)","('신규가입 구비서류', 0.482)","('휴대폰 개통일 확인 방법', 0.48)"
특정 번호 지정 차단 할 수 있음?,"('휴대폰 특정 번호 전화 발신 불가 조치 방법', 0.8)","('휴대폰 특정 번호 전화 수신 불가 조치 방법', 0.777)","('휴대폰 특정 번호 문자 수신 실패 조치 방법', 0.689)"
쿠폰선물하기는 한달사용제한이 있나요?,"('T멤버십 포인트 선물하기', 0.509)","('T끼리 데이터 선물하기 받은 데이터 사용 방법', 0.497)","('B tv 쿠폰', 0.497)"
단체문자 보내기안됨,"('SMS 수신거부', 0.599)","('휴대폰 문자 수발신 실패 조치 방법', 0.535)","('번호도용문자차단', 0.471)"
제주 서귀포시,"('요금안내서 주소 변경 방법', 0.406)",,
통화중 대기전화 확인하고 싶습니다,"('T_통화중대기', 0.873)","('통화중대기 서비스', 0.871)","('통화중대기 서비스 신청 방법', 0.543)"
데이터관련 상담을 하고 싶은데.. 통화가 안됩니다,"('데이터 문의 관련', 0.75)","('Wavve앤데이터', 0.609)","('휴대폰 데이터 접속 불가 조치 방법', 0.596)"
일본 로밍 요금제 알려줘,"('데이터 로밍 요금', 0.498)","('T로밍 카드', 0.482)",
보안심 보안팀,"('T안심보안', 0.773)","('안심키퍼', 0.542)","('T안심보안 신청 방법', 0.531)"
약정할인 받고 싶어요~,"('요금약정 할인제도', 0.832)","('데이터결합약정할인', 0.609)","('데이터결합약정할인 신청 방법', 0.545)"
납부일 20일 등록요청,"('가입상담 예약 방법', 0.647)","('통화중대기 서비스 신청 방법', 0.64)","('등록 관련', 0.618)"
010 4202 0727 미납요금 확인하고 싶어요,"('SKT 미납센터 연락처', 0.624)","('미납 이용정지', 0.558)","('분실파손 200', 0.5)"
오늘 0시부터,"('휴대폰 개통일 확인 방법', 0.663)","('개통 관련', 0.624)","('웹발신 알림', 0.568)"
휴대폰 결제 한도 설정,"('법인 휴대폰 결제 이용 한도', 0.806)","('애플 콘텐츠 이용료 결제 이용 한도', 0.783)","('데이터통화료 상한제도', 0.682)"
btv 상담,"('B tv', 0.733)","('전화 상담사 연결', 0.71)","('퀵보이스', 0.611)"
미납 문의 안내,"('SKT 미납센터 연락처', 0.827)","('미납 이용정지', 0.752)","('과납', 0.654)"
내년1월이면 약정이끝나나여?,"('선택약정 할인제도 만료 SMS 발송 시기', 0.543)",,
114로 통화하고십분대요,"('전화 상담사 연결', 0.694)","('SK텔레콤 고객센터 운영 시간', 0.507)","('전화 관련', 0.461)"
요금을 납부하는 계좌가 바뀌었는데 어디에서 바꾸면 되나요?,"('요금 납부일 변경 방법', 0.452)",,
납부날짜등록,"('요금 납부일 확인 방법', 0.801)","('요금 납부일 변경 방법', 0.492)","('등록 관련', 0.474)"
선택약정 연장 신청,"('번호변경안내 서비스 연장 방법', 0.748)","('연장 관련', 0.743)","('법인 위임대리인 연장 신청 방법', 0.634)"
스마트폰 중독 상담,,,
약정 만료,"('연장 관련', 0.592)","('선택약정 할인제도 만료 SMS 발송 시기', 0.579)","('T데이터 쿠폰 사용 기간', 0.578)"
현재 선택약정 해지시 위약금 계산,"('선택약정 할인제도 할인 반환금 부과 대상', 0.76)","('선택약정 할인 반환금 면제 대상', 0.693)","('데이터결합약정할인 반환금', 0.631)"
11월 10일날 미납요금 카카오뱅크로 입금 하겠습니다,"('OK캐쉬백 납부', 0.542)","('SKT 미납센터 연락처', 0.474)","('과납', 0.449)"
요금조회 청구서문자,"('실시간 요금 상세 내역', 0.652)","('조회 관련', 0.636)","('유선 요금 납부 내역 확인 방법', 0.572)"
요금이 많이 나와요,"('부가 사용 금액', 0.7)","('추가 관련', 0.508)","('데이터 추가 사용 방법', 0.501)"
10월분 납분할려고요,"('요금 납부일 확인 방법', 0.497)",,
납부날짜 27일로 부탁드립니다,"('요금 납부일 확인 방법', 0.492)",,
미납요금 납기일 설정,"('요금 납부일 확인 방법', 0.615)","('요금 납부일 변경 방법', 0.579)","('유선 요금 납부일 변경 방법', 0.53)"
11월30 일 납부할게요,"('요금 납부일 확인 방법', 0.474)",,
메모리와 유심 이란 설명요,"('로밍 중 USIM 변경', 0.74)","('USIM기변 방법', 0.683)","('USIM 카드 구매 방법', 0.594)"
제 딸의 선택약정을 가입하고 싶습니다,"('선택약정 할인제도 가입 조건', 0.774)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.569)","('B tv 선택', 0.51)"
10일에 납부 가능한데요 정지일 늦쳐 줄수있나요,"('분실정지 수신 기간 연장 방법', 0.48)","('미납 이용정지', 0.424)","('정지 관련', 0.409)"
선택약정기간 연장,"('번호변경안내 서비스 연장 방법', 0.724)","('연장 관련', 0.714)","('선택약정 할인제도 약정 기간 변경', 0.638)"
선택야정 재가입 할려구요,"('선택약정 할인제도 재가입 조건', 0.648)",,
15일 까지 입금가능,"('가입비', 0.509)","('퀵보이스 신청 방법', 0.484)","('개통 관련', 0.423)"
25일 납부 가능이요,"('가입비', 0.443)","('요금 납부일 확인 방법', 0.406)",
상담 중단해줘,"('퀵보이스 해지 방법', 0.689)","('철회', 0.643)","('전화 상담사 연결', 0.525)"
입금 방법,"('결제 관련', 0.679)","('가입비', 0.615)","('구매 관련', 0.502)"
스비스담당자 전화 주시기바랍니다 ~,"('전화 상담사 연결', 0.61)","('제조사 AS 센터 연락처', 0.561)","('영업장 위치 확인', 0.538)"
내 전화통화 시간,"('SK텔레콤 고객센터 운영 시간', 0.612)","('전화 관련', 0.592)","('전화 상담사 연결', 0.563)"
